if an abstract noun 45
if the computer gets 46
if the computer must 86
if the computer name 68
if the computer only 58
if the computer runs 121
if the computer says 95
if the computer time 87
if the computer used 67
if the computer user 78
if the computer uses 340
if the computer went 54
if the computer were 862
if the computer will 403
if the comrades were 70
if the concepts have 85
if the concepts used 144
if the concepts were 295
if the concerns were 76
if the concerts were 78
if the concrete slab 56
if the concrete were 285
if the condensing lens 58
if the condition came 47
if the condition code 354
if the condition gets 80
if the condition just 48
if the condition laid 59
if the condition part 99
if the condition test 53
if the condition upon 74
if the condition were 1745
if the condition will 97
if the conducting wire 175
if the confirming bank 53
if the conflict came 44
if the conflict over 84
if the conflict went 64
if the conflict were 987
if the conflict will 48
if the confusion were 73
if the connecting line 46
if the connecting link 109
if the connecting rods 43
if the connecting tube 52
if the connecting wire 208
if the conquest were 57
if the conscious life 63
if the conscious mind 1403
if the conscious self 129
if the constant making 98
if the constant rate 87
if the constant term 357
if the constant were 59
if the consulting firm 203
if the consumer also 43
if the consumer buys 705
if the consumer gets 49
if the consumer knew 83
if the consumer must 78
if the consumer only 101
if the consumer paid 137
if the consumer pays 223
if the consumer sees 62
if the consumer used 69
if the consumer uses 111
if the consumer were 698
if the consumer will 191
if the consumer wins 45
if the contacts have 61
if the contacts were 216
if the contempt were 106
if the contents have 288
if the contents were 1312
if the contests were 52
if the contexts were 50
if the contours were 92
if the contract also 122
if the contract gave 52
if the contract made 130
if the contract must 88
if the contract rate 163
if the contract rent 63
if the contract said 47
if the contract says 221
if the contract sued 93
if the contract term 61
if the contract theory 45
if the contract went 61
if the contract were 4332
if the contract when 106
if the contract will 186
if the contrary view 135
if the contrary were 1503
if the contrary wind 51
if the contrast ratio 49
if the contrast were 216
if the controls have 82
if the controls were 574
if the converse were 225
if the converts were 76
if the conveyor belt 86
if the conveyor were 46
if the convicts take 52
if the convicts were 430
if the coppices were 71
if the correcting lens 104
if the corridor were 72
if the corrosion rate 154
if the cortical bone 53
if the cossacks were 113
if the costumes were 114
if the cottages were 76
if the councils were 124
if the counters were 64
if the countess were 240
if the countess will 44
if the countess wins 62
if the counties were 102
if the covenant made 40
if the covenant were 684
if the coverage ratio 43
if the coverage were 119
if the creatures have 49
if the creatures were 408
if the creditor gave 43
if the creditor gets 45
if the creditor have 76
if the creditor knew 191
if the creditor says 42
if the creditor sued 69
if the creditor sues 127
if the creditor took 66
if the creditor uses 59
if the creditor were 364
if the creditor will 263
if the crescent moon 97
if the crescent were 41
if the criminal acts 99
if the criminal case 108
if the criminal code 184
if the criminal laws 58
if the criminal only 41
if the criminal trial 109
if the criminal were 350
if the criminal will 51
if the criterion used 166
if the criterion were 444
if the critical angle 167
if the critical depth 73
if the critical load 54
if the critical mass 123
if the critical ratio 127
if the critical shear 49
if the critical size 46
if the critical time 52
if the crucible were 48
if the crusades were 72
if the crystals grow 41
if the crystals have 190
if the crystals were 384
if the culprits were 384
if the cultural norm 48
if the cultures were 386
if the currency were 1076
if the currents flow 291
if the currents have 119
if the currents pass 69
if the currents were 379
if the curtains were 457
if the customer also 110
if the customer asks 279
if the customer base 137
if the customer brings 67
if the customer buys 331
if the customer came 52
if the customer dies 49
if the customer gave 43
if the customer gets 146
if the customer knew 86
if the customer list 51
if the customer made 104
if the customer must 131
if the customer only 169
if the customer owes 74
if the customer owns 49
if the customer paid 196
if the customer pays 911
if the customer said 43
if the customer says 275
if the customer sees 66
if the customer took 65
if the customer used 102
if the customer uses 269
if the customer were 640
if the customer will 550
if the customer wins 68
if the cylinder axis 50
if the cylinder bore 87
if the cylinder wall 68
if the cylinder were 850
if the darkness were 535
if the darwinian theory 211
if the database file 400
if the database name 68
if the database uses 95
if the database were 268
if the database will 70
if the daughter died 129
if the daughter were 312
if the daylight were 69
if the deadlines were 48
if the decedent died 2018
if the decedent dies 679
if the decedent gave 56
if the decedent held 205
if the decedent left 1068
if the decedent made 309
if the decedent owns 87
if the decedent paid 122
if the decedent used 43
if the decedent were 260
if the deception were 129
if the decisions have 71
if the decisions made 332
if the decisions were 848
if the deduction were 278
if the defaults were 45
if the defender were 128
if the defenses were 110
if the deferral will 58
if the deficits were 87
if the delegate from 43
if the delegate were 68
if the delivery date 218
if the delivery pipe 69
if the delivery rate 42
if the delivery time 257
if the delivery were 152
if the departed were 94
if the deponent were 119
if the deposits were 421
if the deputies were 168
if the designer must 52
if the designer uses 161
if the designer were 236
if the designer will 99
if the destroying angel 203
if the detection rate 51
if the detector were 201
if the detention time 61
if the developing time 65
if the deviations from 591
if the deviations were 124
if the diagnoses were 82
if the diagnosis were 431
if the dialectic were 70
if the dialogues were 46
if the diaphragm were 172
if the dictator were 77
if the diffusion length 198
