daredevil feats on any 52
descended upon the son 259
descended upon the top 184
descended upon the two 439
descended upon us all 110
descended upon us and 572
descended upon us for 52
descended upon us out 53
descended upon us that 50
descended upon us with 305
descended when he was 101
described along the way 57
described also as being 76
described also as too 51
described also in this 69
described best by using 42
described best in his 51
described best of all 43
described during the war 68
described during the year 159
described early in his 43
described early in this 2150
described even by his 151
described five or six 59
described from my own 111
described from the area 230
described from the bay 55
described from the east 358
described from the end 114
described from the mid 44
described from the new 347
described from the old 112
described from the red 258
described from the san 101
described from the top 288
described from the two 80
described here as being 461
described here as new 117
described here as one 403
described here as that 83
described here as they 436
described here as two 42
described here as you 41
described here at all 43
described here by his 46
described here by its 65
described here by one 61
described here by two 59
described here by using 70
described here by way 70
described here do not 1914
described here in all 94
described here in any 263
described here in his 97
described here in its 220
described here in one 133
described here in that 606
described here in this 240
described here in two 120
described here is being 156
described here is both 85
described here is but 105
described here is due 217
described here is easy 73
described here is far 144
described here is for 798
described here is how 54
described here is its 109
described here is not 4353
described here is now 134
described here is one 2828
described here is our 45
described here is set 42
described here is that 5840
described here is thus 74
described here is too 62
described here it can 43
described here it has 46
described here it was 139
described here so far 95
described here so that 411
described here to get 53
described here we can 52
described here we use 44
described just as they 132
described land or any 56
described lies in its 51
described life in his 68
described many of her 73
described many of his 363
described many of its 169
described many of our 93
described many of them 409
described most of her 59
described most of his 154
described most of its 44
described most of them 199
described much of her 43
described much of his 155
described much of this 216
described next in this 163
described only as being 276
described only as one 390
described only as that 85
described only as they 99
described only by his 73
described only by its 287
described only by one 320
described only by that 53
described only by using 135
described only if one 54
described only if they 49
described only in being 55
described only in his 54
described only in its 253
described only in one 113
described only in that 402
described only in this 128
described only in two 89
described only so far 98
described only the two 40
described part of her 56
described part of his 159
described part of this 118
described prior to this 70
described some of her 852
described some of his 2726
described some of its 826
described some of our 261
described some of them 1146
described some of this 299
described tend to bring 72
described there as being 80
described there is not 164
described there is one 175
described there is that 95
described these as being 134
described these in his 116
described those he had 44
described those he saw 47
described three of his 42
described three of them 58
described trying to get 53
described upon the map 63
described upon the sum 52
described upon the two 87
described ways to use 42
described well by one 46
described well by this 85
described well the awe 42
described what an odd 48
described what he and 252
described what he did 544
described what he does 52
described what he had 4622
described what he has 238
described what he saw 6381
described what he then 42
described what he was 1068
described what in his 67
described what is going 47
described what is now 508
described what it had 184
described what it saw 45
described what it was 2686
described what the new 70
described what we are 87
described what we had 279
described what we mean 113
described what we now 262
described what we saw 102
described what we see 55
described when he had 42
described when he was 234
described when it has 48
described when it was 222
described when we are 110
described when we deal 59
described when we say 108
described will be apt 41
described will be for 51
described will be one 111
described will be that 225
describes five or six 44
describes here is not 207
describes here is one 53
describes life in his 77
describes life in one 45
describes life in this 55
describes many of her 70
describes many of his 275
describes many of its 80
describes many of our 60
describes many of them 203
describes most of his 85
describes most of our 83
describes most of them 180
describes much of his 92
