dashboard or the back of 113
delivered to the door or 48
delivered to the duke by 68
delivered to the duke of 1594
delivered to the duke the 80
delivered to the edge of 85
delivered to the face of 45
delivered to the farm in 74
delivered to the feet of 56
delivered to the firm by 43
delivered to the firm of 68
delivered to the foot of 54
delivered to the fury of 88
delivered to the gate of 99
delivered to the grid of 82
delivered to the gulf of 63
delivered to the hand of 360
delivered to the heads of 127
delivered to the heart by 119
delivered to the heart in 48
delivered to the heart is 57
delivered to the heart of 71
delivered to the heart to 47
delivered to the home by 125
delivered to the home in 107
delivered to the home of 1027
delivered to the home on 46
delivered to the home or 138
delivered to the home via 56
delivered to the jews by 159
delivered to the jews in 75
delivered to the jews to 53
delivered to the jury by 143
delivered to the jury in 54
delivered to the jury on 40
delivered to the lady the 69
delivered to the left ear 275
delivered to the line at 82
delivered to the line by 102
delivered to the line is 97
delivered to the load as 228
delivered to the load at 236
delivered to the load by 378
delivered to the load if 133
delivered to the load in 291
delivered to the load is 2318
delivered to the load of 112
delivered to the load to 448
delivered to the loop of 133
delivered to the lord of 354
delivered to the lungs by 161
delivered to the lungs in 86
delivered to the lungs is 60
delivered to the lungs of 64
delivered to the lungs via 40
delivered to the mill at 59
delivered to the mill by 208
delivered to the mill in 119
delivered to the mill is 50
delivered to the mouth of 57
delivered to the navy by 49
delivered to the navy in 330
delivered to the navy on 241
delivered to the next of 122
delivered to the ocean by 94
delivered to the other ear 126
delivered to the pope by 40
delivered to the pope or 45
delivered to the port of 225
delivered to the prior of 53
delivered to the pump by 40
delivered to the rest of 314
delivered to the room at 112
delivered to the room by 73
delivered to the room in 56
delivered to the room is 50
delivered to the same ear 55
delivered to the same or 43
delivered to the ship by 76
delivered to the ship in 84
delivered to the side of 189
delivered to the site as 267
delivered to the site at 98
delivered to the site by 370
delivered to the site in 1459
delivered to the site is 52
delivered to the site of 1046
delivered to the site on 123
delivered to the site or 92
delivered to the site to 50
delivered to the skin by 61
delivered to the skin in 54
delivered to the skin is 46
delivered to the skin of 118
delivered to the soil by 53
delivered to the sons of 79
delivered to the town in 68
delivered to the town of 65
delivered to the usaf in 74
delivered to the user as 208
delivered to the user at 98
delivered to the user by 98
delivered to the user in 295
delivered to the user is 102
delivered to the user on 43
delivered to the user or 60
delivered to the user via 75
delivered to the ussr in 50
delivered to the wall by 46
delivered to the wife in 71
delivered to the wife of 138
delivered to the will of 74
delivered to the work in 75
delivered to us from the 702
delivered up as part of 105
delivered up as soon as 352
delivered up at once to 40
delivered up in time to 95
delivered up on pain of 43
delivered up the body of 62
delivered up the city of 78
delivered up the city to 409
delivered up the fort to 85
delivered up the keys of 685
delivered up the keys to 189
delivered up the port of 43
delivered up the same to 55
delivered up the seals of 129
delivered up the seals to 41
delivered up the town in 44
delivered up the town to 163
deliverer by the hand of 201
deliverer in the hour of 60
deliverer in the time of 55
delusional at the time of 178
demagogue by the name of 104
democracy as an ideal is 78
democracy as an ideal of 67
democracy as an ideal or 49
democracy as it will be 44
democracy as the best of 69
democracy as the form of 451
democracy as the goal of 82
democracy as the hope of 81
democracy as the least of 59
democracy as the means by 47
democracy as the means of 94
democracy as the means to 68
democracy as the road to 59
democracy as the rule of 974
democracy as the term is 78
democracy as the wave of 61
democracy as the will of 49
democracy as we have it 56
democracy as we know it 2820
democracy at the base of 52
democracy at the core of 56
democracy at the cost of 84
democracy at the dawn of 57
democracy at the heart of 263
democracy at the time of 375
democracy at the turn of 187
democracy in as much as 45
democracy in the body of 73
democracy in the case of 405
democracy in the days of 134
democracy in the eyes of 963
democracy in the face of 1789
democracy in the form of 3577
democracy in the heart of 222
democracy in the hope of 72
democracy in the land of 95
democracy in the life of 172
democracy in the making of 85
democracy in the name of 3015
democracy in the realm of 245
democracy in the rest of 281
democracy in the role of 64
democracy in the spring of 81
democracy in the throes of 40
democracy in the time of 80
democracy in the wake of 629
democracy in the west as 56
democracy in the west in 42
democracy in the west is 205
democracy in the work of 157
democracy in the years to 72
democracy is as good as 43
democracy is as much to 97
democracy is at least as 163
democracy is in fact the 71
democracy is in need of 78
democracy is on trial in 49
democracy is the best in 43
democracy is the best of 211
democracy is the ending of 95
democracy is the form in 60
democracy is the form of 644
democracy is the goal of 49
democracy is the hope of 69
democracy is the ideal of 59
democracy is the kind of 94
democracy is the lack of 90
democracy is the need to 61
democracy is the only thing 47
democracy is the road to 55
democracy is the role of 58
democracy is the rule of 849
democracy is the same as 186
democracy is the same thing 57
