sacking and destruction of 529
sense that conscience is 42
sense that consumption is 63
sense that consumption of 63
sense that dependence on 143
sense that determines of 40
sense that determines the 164
sense that efficiency is 43
sense that ejaculation is 41
sense that essentially the 47
sense that experience is 235
sense that government is 668
sense that imagination is 74
sense that information is 792
sense that information on 42
sense that investment in 75
sense that liberalism is 42
sense that literature is 459
sense that management is 352
sense that mathematics is 364
sense that membership in 300
sense that membership is 113
sense that membership of 175
sense that nationalism is 47
sense that philosophy is 414
sense that principles of 58
sense that proponents of 85
sense that punishment is 163
sense that rationality is 45
sense that recognition of 162
sense that recognizes the 76
sense that references to 43
sense that regardless of 413
sense that resistance is 120
sense that resistance to 153
sense that scientists do 46
sense that shakespeare is 189
sense that statements of 45
sense that stimulation of 44
sense that technology is 305
sense that transcends the 190
sense that ultimately it 89
sense that ultimately the 84
sense they constitute an 61
sense they constitute the 230
sense they contribute to 108
sense they correspond to 123
sense they understand it 94
sense they understand the 81
sense they understood it 81
sense they understood the 92
sense this difference in 42
sense this distinction is 141
sense this explanation is 85
sense this observation is 47
sense this phenomenon is 139
sense this proposition is 88
sense this represents an 49
sense this represents the 112
sense was astonished at 102
sense was considered as 73
sense was considered to 69
sense was determined by 62
sense was disfigured by 85
sense was equivalent to 44
sense was heightened by 90
sense was impossible in 54
sense was influenced by 42
sense was introduced by 141
sense was introduced in 61
sense was manifested in 68
sense was preferable to 42
sense was recognized as 69
sense was reinforced by 115
sense was restricted to 42
sense was sacrificed to 81
sense was stimulated by 40
sense was strengthened by 49
sense was sufficient to 152
sense was understood to 66
sense you understand it 122
sense you understand the 59
sensing and interpreting the 178
sensing and measurement of 133
sensing and recognition of 40
sensing her reluctance to 73
sensing his reluctance to 60
septa are perforated by 82
serfs and dependents of 43
serfs who cultivated the 125
serum and antibiotics as 97
serum and complement in 56
serum and complement to 64
serum and corpuscles of 57
serum are determined by 48
serum are sufficient to 40
serum are summarized in 59
serum for antibodies to 78
serum may accumulate in 44
serum was considered to 64
serum was determined by 395
serum was determined in 74
serum was sufficient to 165
serve all categories of 75
serve and contribute to 413
serve and facilitate the 178
serve and perpetuate the 80
serve for ascertaining the 95
serve for attachment of 404
serve for attachment to 163
serve for comparison of 270
serve for declamation in 48
serve for distinguishing the 42
serve for illustrating the 47
serve for instruction in 63
serve for instruction to 73
serve for precedents to 62
serve for recognition of 135
serve for reparations of 68
serve god acceptably in 67
serve god regardless of 47
serve him acceptably in 47
serve his countrymen by 48
serve his countrymen in 73
serve his government in 128
serve his internship at 46
serve new generations of 53
serve our sovereigns in 63
serve out cartridges to 48
serve that illustrious king 44
serve this government in 235
serve was determined by 40
serve with distinction as 300
serve with distinction at 74
serve with distinction in 1786
serve with distinction on 297
serve with mayonnaise or 72
serve with vegetables or 49
serving and consumption of 431
serving and contributing to 46
serving and preparation of 95
serving and representing the 46
serving for attachment of 141
serving for attachment to 166
serving his government in 53
serving his internship at 243
serving his internship in 89
serving with distinction as 875
serving with distinction at 202
serving with distinction in 1711
serving with distinction on 158
setting all contribute to 184
setting and acceptance of 49
setting and activities of 116
setting and adjustment of 411
setting and application of 181
setting and arrangement of 234
setting and assessment of 158
setting and atmosphere in 287
setting and atmosphere of 1229
setting and atmosphere to 69
setting and attainment of 266
setting and background in 123
setting and background of 855
setting and background to 117
setting and calibration of 92
setting and characters as 40
setting and characters in 492
setting and characters of 838
setting and characters to 153
setting and composition of 149
