sabbath day according to 630
scheme for exchange of 83
scheme for excluding the 42
scheme for executing it 41
scheme for expanding the 187
scheme for expelling the 66
scheme for exploring the 164
scheme for extending the 645
scheme for farmers in 46
scheme for financing of 46
scheme for financing the 543
scheme for following the 90
scheme for following up 45
scheme for furthering the 40
scheme for governing the 170
scheme for improving the 1978
scheme for increasing the 1197
scheme for invasion of 130
scheme for isolating the 49
scheme for lessening the 148
scheme for mastering the 57
scheme for members of 173
scheme for migrating to 52
scheme for modifying the 107
scheme for numbering the 68
scheme for observing the 45
scheme for obtaining an 115
scheme for obtaining the 576
scheme for occupying the 50
scheme for payment of 615
scheme for preparing the 49
scheme for procuring an 64
scheme for procuring the 48
scheme for producing an 63
scheme for producing the 142
scheme for profiting by 181
scheme for promoting the 513
scheme for providing an 79
scheme for providing the 248
scheme for purifying the 84
scheme for rearranging the 54
scheme for recasting the 52
scheme for recording the 180
scheme for redeeming the 73
scheme for reforming the 737
scheme for reforms in 69
scheme for relieving the 338
scheme for remedying the 154
scheme for removal of 76
scheme for rendering the 227
scheme for replacing the 184
scheme for research in 58
scheme for research on 67
scheme for resolving the 161
scheme for restoring the 520
scheme for retaining in 54
scheme for retaining the 51
scheme for returning to 55
scheme for reuniting the 50
scheme for reversing the 58
scheme for revision of 74
scheme for revival of 100
scheme for selecting the 161
scheme for solution of 181
scheme for splitting the 46
scheme for supplying the 485
scheme for supplying us 45
scheme for surveying the 41
scheme for systems of 75
scheme for taxation of 66
scheme for teachers in 73
scheme for utilizing the 377
scheme for victims of 145
scheme for weighting the 82
scheme for workers in 172
scheme had appealed to 61
scheme has appeared to 68
scheme has brought the 40
scheme has enabled the 67
scheme has evolved to 40
scheme has finally to 42
scheme has reduced the 99
scheme may consist of 96
scheme may explain the 41
scheme may involve the 50
scheme may perhaps be 48
scheme may provide the 54
scheme not because it 52
scheme now adopted by 52
scheme put forward at 70
scheme put forward by 3000
scheme put forward in 581
scheme put forward to 51
scheme put together by 63
scheme ran counter to 92
scheme that allowed the 134
scheme that appealed to 124
scheme that appeared to 101
scheme that applied to 47
scheme that applies to 259
scheme that asserts an 41
scheme that defines the 155
scheme that depends on 213
scheme that directs the 47
scheme that divided the 66
scheme that divides the 178
scheme that dwarfed the 41
scheme that employs an 45
scheme that employs the 44
scheme that enabled the 41
scheme that enables the 149
scheme that enables us 107
scheme that ensures the 49
scheme that extends the 63
scheme that focused on 44
scheme that focuses on 162
scheme that follows is 75
scheme that follows the 69
scheme that governs the 94
scheme that ignores the 53
scheme that matches the 85
scheme that permits the 199
scheme that reduced the 65
scheme that reduces the 337
scheme that relates the 76
scheme that relates to 55
scheme that removes the 61
scheme that results in 302
scheme that retains the 45
scheme that selects the 175
scheme was adapted to 119
scheme was adhered to 88
scheme was adopted as 382
scheme was adopted at 94
scheme was adopted by 1381
scheme was adopted in 2185
scheme was adopted of 76
scheme was adopted on 104
scheme was adopted to 339
scheme was against the 52
scheme was alleged to 57
scheme was allowed to 450
scheme was altered in 63
scheme was altered to 53
scheme was amended by 54
scheme was amended in 84
scheme was amended to 78
scheme was anathema to 42
scheme was applied by 66
scheme was applied in 206
scheme was applied to 1298
scheme was arranged by 82
scheme was arranged in 67
scheme was arranged to 69
scheme was arrived at 126
scheme was assumed to 59
scheme was baffled by 73
scheme was beginning to 264
scheme was blocked by 141
scheme was brought in 224
scheme was brought to 833
scheme was brought up 41
scheme was capable of 184
scheme was carried by 75
scheme was carried in 48
scheme was carried on 514
scheme was carried to 56
scheme was certain to 139
scheme was checked by 53
scheme was debated in 85
scheme was decided on 123
scheme was defeated by 811
scheme was defeated in 160
scheme was delayed by 121
scheme was derived by 43
scheme was devised as 77
scheme was devised at 44
scheme was devised by 1261
scheme was devised in 432
scheme was devised of 117
scheme was devised so 107
scheme was devised to 1311
scheme was drafted by 74
scheme was drafted in 59
scheme was dropped as 106
scheme was dropped by 62
scheme was dropped in 258
scheme was enacted by 61
scheme was enacted in 120
scheme was evolved by 195
scheme was evolved in 105
scheme was evolved to 117
scheme was exactly the 62
scheme was exposed by 88
scheme was favored by 86
scheme was founded in 49
scheme was founded on 313
scheme was hatched by 112
scheme was hatched in 123
scheme was hatched to 151
scheme was imposed on 105
scheme was knocked on 104
scheme was largely the 87
scheme was limited in 95
scheme was limited to 352
scheme was managed by 96
scheme was modeled on 45
scheme was offered by 82
scheme was offered to 119
scheme was operating in 91
scheme was opposed by 896
scheme was opposed in 68
scheme was opposed to 44
scheme was perhaps the 85
scheme was piloted in 43
scheme was planned as 44
scheme was planned by 215
scheme was planned in 122
scheme was planned on 52
scheme was planned to 261
scheme was popular in 41
scheme was realized in 47
scheme was reduced in 43
scheme was reduced to 205
scheme was related to 120
scheme was renewed in 43
scheme was repeated in 143
scheme was revealed by 68
scheme was revealed in 88
scheme was revealed to 172
scheme was revised by 49
scheme was revised in 561
scheme was revised to 113
scheme was revived as 85
scheme was revived by 162
scheme was revived in 461
scheme was secured by 45
scheme was shelved in 101
scheme was similar to 578
scheme was spoiled by 48
scheme was started as 128
scheme was started at 115
scheme was started by 328
scheme was started in 2070
scheme was started on 104
scheme was started to 184
scheme was stopped by 61
scheme was stopped in 45
scheme was studied by 44
scheme was subject to 260
scheme was superior to 88
scheme was thwarted by 286
scheme was typical of 128
scheme was vitiated by 49
scheme was widened to 77
scheme was wrecked by 208
scheme with respect to 1915
scheming and conniving to 48
scheming and poisoning my 53
scheming for control of 42
schism and discord in 41
schism and division in 130
schism and division of 51
schism and scandal of 41
schism had divided the 51
schism that divided the 260
schism that divides the 52
schism was averted by 45
schism was between the 61
schism was brought to 114
schism was founded on 41
schism was widened by 73
school age according to 159
school age attending the 48
school age because of 262
school age receive an 99
school all dressed up 42
school and ability to 113
school and academy at 121
school and academy in 196
school and academy of 293
school and accepting the 43
school and according to 231
school and acquire an 42
school and acquire the 87
school and acquiring the 63
school and address the 51
school and adhered to 42
school and adopted the 69
school and advised the 49
school and against the 146
school and allowed the 61
school and allowed to 403
school and although he 120
school and although it 47
school and although the 89
school and appealed to 44
school and appeared in 74
school and appeared to 181
school and applied to 179
school and arranged to 181
school and arrived at 131
school and arrived in 49
school and aspired to 69
school and assisting in 70
school and assumed the 68
