sabot laid trustingly by 94
shall feel grateful if 277
shall feel grateful to 341
shall feel impelled to 117
shall feel inclined to 733
shall feel indebted to 131
shall feel inspired to 46
shall feel rewarded if 92
shall file articles of 124
shall find agreeable to 47
shall find allusions in 43
shall find anywhere in 79
shall find appended the 48
shall find confusion in 40
shall find disturbing the 188
shall find employed in 76
shall find enforced by 62
shall find entrance or 107
shall find eternity in 72
shall find evidence in 151
shall find evidence of 632
shall find evidence to 84
shall find examples in 239
shall find examples of 421
shall find hereafter in 47
shall find hundreds of 102
shall find likewise in 115
shall find occasions to 43
shall find opposite to 46
shall find powhatan to 89
shall find recorded in 47
shall find salvation in 52
shall find security to 82
shall find somebody to 85
shall find thousands of 155
shall find villages or 60
shall find whatever is 79
shall find yourself at 168
shall find yourself in 262
shall find yourself to 45
shall form reserves of 47
shall gain entrance to 50
shall give accounts of 90
shall give accounts to 43
shall give attention in 150
shall give attention to 798
shall give authority to 220
shall give credence to 50
shall give direction to 141
shall give emphasis to 66
shall give evidence in 130
shall give evidence of 779
shall give evidence on 62
shall give evidence to 81
shall give examples in 105
shall give examples of 1614
shall give examples to 79
shall give judgment in 569
shall give judgment on 201
shall give receipts to 48
shall give security as 146
shall give security by 354
shall give security in 608
shall give security to 1509
shall give sentence of 55
shall give validity as 105
shall give validity to 165
shall give yourself no 58
shall hare authority to 44
shall have absorbed the 83
shall have accepted in 131
shall have accepted of 55
shall have accepted the 744
shall have accorded to 119
shall have achieved an 86
shall have achieved my 280
shall have achieved no 51
shall have achieved the 473
shall have acquired an 355
shall have acquired by 161
shall have acquired in 118
shall have acquired it 91
shall have acquired or 249
shall have acquired the 1712
shall have adjusted the 72
shall have admission to 137
shall have admitted the 110
shall have advanced as 117
shall have advanced in 123
shall have advanced so 185
shall have advanced the 110
shall have advanced to 322
shall have afforded to 57
shall have allotted to 134
shall have amounted to 427
shall have answered in 109
shall have answered the 380
shall have appended to 121
shall have approved by 79
shall have approved in 63
shall have approved it 99
shall have approved of 313
shall have approved or 48
shall have approved the 1129
shall have ascended the 99
shall have ascended to 199
shall have assented to 344
shall have assigned the 87
shall have assigned to 260
shall have assisted at 51
shall have assisted in 119
shall have assisted to 42
shall have attached as 89
shall have attached or 53
shall have attached the 61
shall have attached to 1505
shall have attained an 421
shall have attained at 49
shall have attained it 94
shall have attained my 316
shall have attained or 175
shall have attained the 7489
shall have attained to 1819
shall have attended at 130
shall have attended in 61
shall have attended the 344
shall have attended to 55
shall have authority as 211
shall have authority at 336
shall have authority by 570
shall have authority in 634
shall have authority on 65
shall have authority to 42009
shall have autonomy in 60
shall have awakened to 77
shall have believed in 88
shall have betrayed the 203
shall have boldness in 44
shall have breakfast at 52
shall have breakfast in 57
shall have business in 58
shall have business on 80
shall have business to 77
shall have capacity to 372
shall have children by 145
shall have children of 50
shall have children to 51
shall have communion of 142
shall have compared the 85
shall have complied in 163
shall have conceded to 41
shall have consumed the 141
shall have conveyed the 51
shall have credited to 65
shall have crumbled in 83
shall have crumbled to 539
shall have deceived the 61
shall have declared as 90
shall have declared by 143
shall have declared in 116
shall have declared it 70
shall have declared on 746
shall have declared the 295
shall have declared to 156
shall have declined to 119
shall have demanded in 161
shall have departed to 40
shall have deprived us 42
shall have deserted or 156
shall have deserved it 186
shall have deserved the 129
shall have deserved to 106
shall have despised the 67
shall have devolved or 57
shall have digested the 46
shall have directed or 61
shall have directed the 135
shall have direction of 115
shall have directly or 81
shall have disposed of 692
shall have dwindled in 67
shall have dwindled to 52
shall have effected an 52
shall have effected the 193
shall have embraced the 145
shall have employed in 42
shall have employed or 74
shall have employed the 68
shall have endorsed on 382
shall have engrossed the 71
shall have enlarged the 50
shall have enlisted in 51
shall have entrance to 84
shall have equality in 43
shall have equality of 385
shall have equations of 93
shall have evidence of 164
shall have evidence to 66
shall have examined it 125
shall have examined my 102
shall have examined the 599
shall have examples in 45
shall have examples of 91
shall have exceeded the 332
shall have exchanged the 52
shall have executed an 90
