wadded dressing gown 126
waters flowed north 83
waters flowed over 1353
waters flowed past 162
waters flowed south 118
waters flowed west 41
waters forced their 72
waters freeze over 231
waters frozen over 42
waters further down 45
waters further north 619
waters further south 462
waters gently flow 121
waters gently pass 88
waters gleamed like 44
waters gushed forth 648
waters gushed from 288
waters gushed over 62
waters issued forth 75
waters issued from 562
waters joined those 50
waters lashed into 157
waters looked cold 93
waters looked like 163
waters mainly from 62
waters merged into 50
waters murmur deep 58
waters myself till 41
waters neither mingle 50
waters occurs when 55
waters partly into 42
waters passed away 101
waters passed from 53
waters passed into 84
waters passed over 268
waters plunged into 44
waters poured down 1003
waters poured forth 109
waters poured from 120
waters poured into 712
waters poured over 555
waters poured upon 131
waters pretty well 60
waters pumped from 207
waters raised into 48
waters reached their 181
waters recede during 53
waters recede from 198
waters receding from 61
waters remain calm 59
waters remain cold 50
waters remain open 110
waters remain there 61
waters remain warm 45
waters remote from 265
waters result from 187
waters resume their 66
waters retain their 131
waters retire into 43
waters retreat from 41
waters return from 119
waters ripple over 43
waters rippling over 67
waters roared down 62
waters roared like 102
waters roared over 41
waters rolled along 121
waters rolled away 55
waters rolled back 205
waters rolled down 131
waters rolled over 647
waters rushed along 152
waters rushed away 45
waters rushed back 169
waters rushed down 920
waters rushed forth 56
waters rushed from 63
waters rushed into 365
waters rushed over 491
waters rushed past 117
waters rushed upon 47
waters seemed like 115
waters seemed much 135
waters seemed tinged 41
waters seeped into 40
waters should also 277
waters should break 68
waters should cease 51
waters should come 175
waters should flow 276
waters should give 42
waters should have 911
waters should lift 892
waters should make 53
waters should only 83
waters should part 44
waters should reach 46
waters should rise 222
waters should take 133
waters should turn 83
waters shrunk from 89
waters slowly rose 47
waters softly gleam 244
waters spilling over 152
waters spreading over 147
waters standing like 66
waters starting from 63
waters streaming down 129
waters streaming from 121
waters suffer from 115
waters surged back 103
waters surged over 164
waters sweeping down 59
waters sweeping over 101
waters swirling past 59
waters through deep 50
waters through many 76
waters through their 228
waters through these 122
waters through those 45
waters through wild 87
waters toward their 102
waters tumble down 167
waters tumble into 46
waters tumble over 242
waters tumbling down 341
waters tumbling from 44
waters tumbling over 463
waters turned back 54
waters turned from 76
waters turned into 401
waters twenty feet 81
waters twenty years 72
waters unless said 137
waters unless such 42
waters unless there 63
waters varied from 196
waters varies from 484
waters washed away 663
waters washed over 374
waters washed their 184
waters washes away 60
waters whiten when 69
waters without coming 71
waters without even 173
waters without ever 76
waters without having 272
waters without leaving 55
waters without losing 68
waters without making 255
waters without much 54
waters without paying 60
waters without prior 199
waters without seeing 69
waters without some 59
waters without taking 54
waters without their 78
waters worked their 40
watery barley soup 44
watery bodies lost 120
watery chapel down 70
watery coffee from 53
watery diarrhea during 45
watery diarrhea from 77
watery diarrhea when 44
watery fluids from 122
watery fruits such 55
watery lentil soup 46
watery liquid from 186
watery liquid having 60
watery liquid into 61
watery liquid left 89
watery little eyes 161
watery matter from 108
watery places such 40
watery portion will 47
watery potato soup 144
watery sabbath means 43
watery sabbath when 44
watery saliva from 90
watery stools during 65
watery stools from 43
watery stools have 49
watery stools were 74
watery stools will 47
watery tomato soup 81
watery turnip soup 239
watery yellow eyes 57
wattle fences were 131
wattle houses were 45
wavering battle line 41
wavering higher like 52
wavering masses find 48
wavering motions sent 94
wavering states back 44
weakening dollar will 42
weakening effect from 131
weakening effect upon 2776
weakening effect when 118
weakening effect will 89
weakening family life 42
weakening family ties 1490
weakening occurs when 44
weakens family life 56
weakens family ties 286
weakens itself down 74
weakest convex lens 105
weakest ground when 85
weakest person among 44
weakest points were 168
weakest should break 42
weakest should have 284
weakest source ever 63
weapons aboard ship 75
weapons aboard their 44
weapons across their 206
weapons agreed upon 120
weapons already have 40
weapons already there 154
weapons always have 49
weapons always ready 141
weapons arises from 45
weapons around here 57
weapons around their 42
weapons atomic bomb 79
weapons became clear 50
weapons became even 51
weapons became ever 43
weapons became less 72
weapons became more 1881
weapons became much 48
weapons became part 45
weapons became very 42
weapons become ever 46
weapons become less 51
weapons become more 1239
weapons become part 42
weapons becoming more 46
weapons becoming their 82
weapons before leaving 81
weapons before taking 42
weapons before their 150
weapons behind their 55
weapons behind when 78
weapons beyond their 107
weapons beyond those 133
weapons beyond what 60
weapons bought from 182
weapons caches were 117
weapons chosen were 153
weapons dangled from 44
weapons depend upon 48
weapons derive their 44
weapons differ from 184
weapons dropping from 118
weapons emerge from 59
weapons emerging from 50
weapons entering cuba 65
weapons except bows 63
weapons except their 325
weapons except those 438
weapons except when 205
weapons fairly soon 154
weapons flowed into 69
weapons forged from 66
weapons handed down 43
weapons handed over 349
weapons hidden away 128
weapons hidden there 123
weapons hurled from 54
weapons inside their 89
weapons issued from 46
weapons issues were 42
weapons looked like 114
weapons looted from 95
weapons mainly from 57
weapons melted down 43
weapons nature gave 89
