wafer curvature technique 213
which churchill announced 52
which churchill commented 82
which churchill delivered 52
which churchill described 262
which churchill expressed 63
which churchill presented 47
which churchill responded 62
which churchmen professed 114
which cigarette advertising 60
which circulate throughout 601
which circulating libraries 51
which civilized countries 536
which civilized existence 59
which civilized societies 452
which clarendon describes 61
which classical antiquity 354
which classical composers 62
which classical conditioning 372
which classical economics 455
which classical hollywood 72
which classical influence 68
which classical knowledge 41
which classical mechanics 796
which classical narrative 67
which classical philology 44
which classical political 331
which classroom discourse 98
which classroom discussion 50
which classroom practices 128
which cognitive abilities 301
which cognitive appraisal 55
which cognitive behavioral 46
which cognitive operations 164
which cognitive phenomena 52
which cognitive processes 1388
which cognitive resources 67
which cognitive structure 72
which cognitive therapists 57
which coincided perfectly 130
which coincided precisely 164
which coincides perfectly 161
which coincides precisely 273
which coleridge addressed 57
which coleridge attempted 41
which coleridge commences 52
which coleridge complains 49
which coleridge described 379
which coleridge describes 322
which coleridge developed 87
which coleridge exclaimed 134
which coleridge expressed 119
which coleridge expresses 58
which coleridge indicates 40
which coleridge published 139
which collected rainwater 114
which colloidal particles 325
which colonized societies 72
which commanded admiration 398
which commanded deference 81
which commanded extensive 77
