tar rose from the interior 231
that term must be defined 61
that term will be defined 47
that text must be amended 80
that their acts of violence 315
that their army in general 54
that their axes of rotation 119
that their base of support 90
that their city is advancing 48
that their code of conduct 84
that their cost of capital 44
that their days of freedom 49
that their duty to society 111
that their faith is genuine 109
that their fate is closely 45
that their fate is largely 45
that their form of religion 90
that their form of worship 184
that their health is injured 96
that their hope of success 41
that their hour of triumph 145
that their lack of ability 231
that their lack of concern 99
that their lack of control 123
that their lack of success 748
that their lack of support 140
that their left wing entered 50
that their length of service 144
that their life is limited 60
that their line of junction 487
that their line of princes 101
that their loss of control 97
that their love is eternal 129
that their love is genuine 42
that their love is stronger 118
that their love of country 200
that their love of freedom 88
that their love of liberty 260
that their meaning is obscure 161
that their meaning is riveted 52
that their mode of address 40
that their mode of preparing 106
