the abandoning the whole project 142
the depletion of solar radiation 52
the deponent at first refused 99
the deponent the party against 44
the deputies of civil society 45
the desertion of large numbers 86
the detection of breast cancers 77
the detection of faint objects 59
the detection of focal hepatic 141
the detection of gamma radiation 136
the detection of ionizing radiation 242
the detection of large amounts 71
the detection of large numbers 100
the detection of methyl alcohol 160
the detection of minor degrees 56
the detection of plant viruses 1196
the detection of point sources 74
the detection of renal calculi 60
the detection of small amounts 1328
the detection of small cancers 50
the detection of small colonic 62
the detection of small defects 92
the detection of small effects 43
the detection of small numbers 280
the detection of small objects 81
the detection of small signals 80
the detection of small targets 72
the detection of toxic effects 46
the detection of trace amounts 654
the detection of viral antigen 293
the detection of viral genomes 56
the detection of viral nucleic 307
the detention of goods released 168
the detention of large numbers 106
the devotees of every religion 76
the diagnosis is often delayed 1077
the diagnosis is often obscure 74
the diagnosis is quite certain 70
the diagnosis is quite evident 43
the diagnosis is still obscure 52
the diagnosis of acute abdomen 109
the diagnosis of acute arterial 66
the diagnosis of acute leukemia 610
the diagnosis of acute poisoning 129
the diagnosis of acute tubular 136
the diagnosis of atrial flutter 412
the diagnosis of blood diseases 49
the diagnosis of brain abscess 723
the diagnosis of brain diseases 64
the diagnosis of breast diseases 80
the diagnosis of chest diseases 123
the diagnosis of fetal alcohol 81
the diagnosis of fetal defects 65
the diagnosis of focal nodular 61
the diagnosis of growth hormone 267
the diagnosis of human diseases 96
the diagnosis of human genetic 81
the diagnosis of latex allergy 169
the diagnosis of liver abscess 271
the diagnosis of liver diseases 169
the diagnosis of lower urinary 45
the diagnosis of motor neurone 54
the diagnosis of optic atrophy 87
the diagnosis of plant diseases 48
the diagnosis of renal arterial 101
the diagnosis of renal calculi 61
the diagnosis of renal diseases 125
