tax and revenue laws of 51
that goes against what is 59
that goes against what the 52
that goes against what we 59
that goes towards making the 45
that had accrued during my 49
that had accrued during the 567
that had accrued from it 91
that had accrued from the 671
that had accrued over the 177
that had accrued prior to 320
that had appeared along the 60
that had appeared among the 413
that had appeared during the 2103
that had appeared early in 120
that had appeared from the 428
that had appeared only in 134
that had appeared over the 551
that had appeared prior to 397
that had appeared upon the 256
that had appeared when the 47
that had applied only to 45
that had arrived ahead of 101
that had arrived during the 1089
that had arrived from the 1840
that had arrived just in 95
that had arrived over the 155
that had brooded over it 68
that had brooded over the 267
that had brought back the 642
that had brought back to 103
that had brought down the 2292
that had brought fame to 190
that had brought forth the 652
that had brought home to 162
that had brought into the 242
that had brought many of 213
that had brought most of 525
that had brought over the 117
that had brought peace to 163
that had brought ruin to 232
that had brought some of 136
that had brought tears to 375
that had brought wealth to 135
that had carried away the 325
that had climbed into the 91
that had climbed over the 99
that had control over the 303
that had coursed over my 56
that had covered most of 149
that had covered much of 317
that had crashed down on 47
that had crashed into the 782
that had crawled during the 111
that had crawled forth to 67
that had crawled from the 108
that had crawled into the 252
that had crossed from the 41
that had crossed into the 54
that had crossed over the 182
that had crossed over to 252
that had crowded into it 41
that had crowded into the 308
that had defined much of 57
that had derived from the 270
that had deviated from the 258
