tab stop at the center 163
than those of the incoming 45
than those of the indians 865
than those of the infant 354
than those of the initial 581
than those of the inland 133
than those of the inside 94
than those of the intact 131
than those of the island 263
than those of the israeli 44
than those of the italian 1550
than those of the jersey 54
than those of the jesuit 104
than those of the jewish 945
than those of the judges 97
than those of the kidney 132
than those of the koreans 52
than those of the laboring 144
than those of the ladies 170
than those of the landed 71
than those of the larger 2175
than those of the latest 181
than those of the latins 54
than those of the latter 15616
than those of the laurel 42
than those of the lawyer 97
than those of the layman 78
than those of the leaders 229
than those of the learned 209
than those of the leopard 155
than those of the lesser 291
than those of the letter 125
than those of the levant 44
than those of the liquid 476
than those of the little 639
than those of the locust 114
than those of the london 755
than those of the louvre 94
than those of the lowest 844
than those of the lumbar 227
than those of the magnet 45
than those of the majors 53
than those of the malays 122
than those of the mammoth 107
than those of the mantle 119
than those of the manual 304
than those of the marine 112
than those of the market 1886
than those of the masses 243
than those of the master 703
than those of the matrix 321
than those of the mature 272
than those of the meanest 95
than those of the medici 68
than those of the medium 724
than those of the member 210
than those of the mental 87
than those of the merely 63
than those of the metals 291
than those of the methods 43
than those of the metric 60
than those of the middle 6142
than those of the middling 111
than those of the mighty 51
than those of the milder 67
than those of the militia 41
than those of the miners 146
than those of the minute 47
than those of the miocene 136
than those of the mission 90
than those of the models 97
than those of the modern 3136
than those of the molars 75
than those of the moment 155
than those of the mongols 94
than those of the monkey 233
than those of the mosaic 52
than those of the moscow 44
than those of the mosque 64
than those of the mothers 172
than those of the mucous 78
than those of the muscle 147
than those of the muslim 179
than those of the narrow 112
than those of the nations 288
than those of the native 2734
than those of the nature 108
than those of the nearest 201
than those of the negroes 173
than those of the nerves 62
than those of the nickel 48
than those of the nobler 52
than those of the nobles 199
than those of the nomads 52
than those of the normal 3116
than those of the norman 72
than those of the norway 49
than those of the novice 83
than those of the nuclear 210
than those of the nuclei 123
than those of the nurses 48
than those of the object 271
than those of the oceanic 123
than those of the office 140
than those of the oldest 130
than those of the opposing 210
than those of the orator 53
than those of the organs 42
than those of the orient 216
than those of the outlying 40
than those of the owners 249
than those of the oxford 61
than those of the oxides 68
than those of the oxygen 77
than those of the pagans 98
than those of the palace 125
than those of the palate 82
than those of the panama 50
than those of the parent 3704
than those of the parish 244
than those of the parrot 115
than those of the peasant 242
than those of the pelvic 42
than those of the pelvis 172
