tang of blood filled 41
than the first series 595
than the first session 205
than the first should 110
than the first signal 113
than the first simple 78
than the first simply 44
than the first sketch 151
than the first source 84
than the first soviet 41
than the first speaker 122
than the first speech 90
than the first square 89
than the first stages 217
than the first stanza 200
than the first station 40
than the first street 59
than the first strike 108
than the first stroke 136
than the first subtle 45
than the first summer 43
than the first sunday 109
than the first survey 93
than the first system 167
than the first tarsal 55
than the first temple 130
than the first thought 226
than the first through 40
than the first traces 61
than the first twelve 378
than the first twenty 375
than the first unless 49
than the first variant 73
than the first version 1366
than the first violins 43
than the first volume 2513
than the first voyage 131
than the first waited 47
than the first weight 81
than the first winter 109
than the first without 48
than the first worker 70
than the first writer 78
than the first writings 129
than the fixed amount 435
than the fixed annual 42
than the fixed assets 192
than the fixed carbon 66
than the fixed charge 89
than the fixed income 63
than the fixed number 215
than the fixed points 69
than the fixed prices 158
than the fixed salary 50
than the fixed target 44
than the flame itself 133
than the fleet street 81
than the flesh itself 92
than the flood itself 95
than the flood plains 151
than the floor inside 50
than the floor itself 108
than the floor joists 110
than the fluid around 41
than the fluid inside 102
than the fluid itself 92
than the fluid medium 82
than the focal points 49
than the force behind 65
than the force itself 157
than the force needed 312
than the forms already 47
than the forty million 104
than the forty pounds 52
than the fourth decade 112
than the fourth degree 872
than the fourth edition 77
than the fourth gospel 872
than the fourth monday 80
than the frame itself 151
than the frank avowal 54
than the fraud itself 54
than the freed slaves 42
than the fresh fruits 51
than the fresh weight 45
than the front itself 63
than the front office 110
than the front portion 108
than the front section 76
than the front stairs 44
than the front vowels 48
than the front wheels 313
than the frost pricks 40
than the fruit itself 657
than the fully formed 150
than the fully mature 173
than the funding system 46
than the funds needed 42
than the genre itself 65
than the gibbs energy 60
than the given amount 110
than the given figure 63
than the given number 943
than the given system 104
than the given values 117
than the gland itself 125
than the glass bottle 51
than the glass itself 169
than the glass plates 83
than the globe itself 196
than the goods market 206
than the goods sector 90
than the grade school 281
than the grading system 44
than the grain itself 381
than the grand canyon 2823
than the grand coulee 77
than the grand design 85
than the grand jurors 56
than the grand manner 51
than the grand master 337
than the grand rapids 54
than the grand theories 72
than the grand vizier 352
than the grant itself 68
than the grass around 87
than the grass itself 75
than the grave itself 221
than the greasy plates 44
than the greek authors 84
than the greek church 378
than the greek cities 154
than the greek cypriot 149
than the greek empire 45
than the greek fathers 81
than the greek letter 58
than the greek system 76
than the greek temple 107
than the greek version 199
than the green dragon 243
than the green fields 128
than the green foliage 142
than the green knight 52
than the green plants 101
than the green turtle 157
than the grief itself 53
than the gross amount 461
than the gross annual 99
than the gross assets 42
than the gross changes 46
than the gross effect 68
than the gross errors 72
than the gross estate 88
than the gross figure 66
than the gross income 511
than the gross margin 273
than the gross number 125
than the gross output 230
than the gross profit 530
than the gross return 89
than the gross section 111
than the gross volume 88
than the gross weight 176
than the group already 50
than the group around 45
than the group before 78
than the group itself 829
than the group number 95
than the group taught 72
than the group tested 51
than the group treated 204
than the group without 507
than the growing demand 49
than the growing number 221
than the growing strength 49
than the growth factor 65
than the growth itself 65
than the guide number 41
than the guild system 47
than the habit itself 176
than the hamming window 42
than the happy couple 40
than the happy minute 49
than the harms caused 96
than the harry potter 41
than the harsh reality 100
than the hasty advice 64
than the havoc caused 43
