tabby cat from the 133
taken that form in 89
taken that from me 114
taken that from the 140
taken that into the 69
taken that kind of 421
taken that leads to 54
taken that length of 48
taken that line of 104
taken that many of 60
taken that means of 56
taken that means to 40
taken that mode of 89
taken that most of 181
taken that much of 79
taken that name in 80
taken that none be 114
taken that none is 184
taken that none of 3200
taken that nothing be 264
taken that nothing in 133
taken that nothing is 357
taken that nothing of 99
taken that only the 660
taken that part in 82
taken that part of 353
taken that post in 48
taken that road to 63
taken that shot at 41
taken that show the 57
taken that side of 289
taken that some of 244
taken that sort of 152
taken that step at 75
taken that step in 145
taken that step of 109
taken that step to 53
taken that such an 180
taken that such as 47
taken that there be 907
taken that there is 4036
taken that these do 167
taken that those of 45
taken that time to 245
taken that tone of 91
taken that trip to 97
taken that truth to 59
taken that view in 42
taken that view of 439
taken that walk to 109
taken that were in 55
taken that were to 95
taken that what is 191
taken that when the 456
taken that will be 223
taken thee from me 112
taken thee from the 177
taken thee into the 76
taken them along the 155
taken them along to 112
taken them away as 90
taken them away by 81
taken them away in 296
taken them away on 60
taken them away to 429
taken them back at 53
taken them back in 59
taken them back to 1468
taken them days to 115
taken them down at 40
taken them down in 228
taken them down the 188
taken them down to 636
taken them during the 94
taken them from an 176
taken them from me 742
taken them from my 115
taken them from the 4330
taken them from us 396
taken them half an 108
taken them here in 40
taken them home to 642
taken them into it 41
taken them into my 335
taken them into the 2129
taken them into us 51
taken them just as 138
taken them more or 64
taken them most of 133
taken them only as 209
taken them only to 45
taken them over an 78
taken them over as 236
taken them over at 46
taken them over in 112
taken them over the 309
taken them over to 308
taken them past the 217
taken them there in 56
taken them there to 77
taken them three or 41
taken them time to 82
taken them unto me 76
taken them upon the 53
taken them when he 103
taken them years of 95
taken them years to 668
taken then there is 57
taken they must be 172
taken they were to 88
taken they will be 223
taken things from the 158
taken things into my 100
taken this book as 98
taken this book to 83
taken this case as 52
taken this case in 52
taken this case to 103
taken this city of 60
taken this drug in 66
taken this fact as 128
taken this fact to 52
taken this form in 207
taken this form of 261
taken this form to 93
taken this from me 42
taken this from the 402
taken this girl to 46
taken this kind of 827
taken this lack of 58
taken this last to 47
taken this line in 211
taken this line of 484
taken this means of 1119
taken this means to 455
taken this mode of 349
taken this much of 48
taken this name in 40
taken this name to 40
taken this part in 45
taken this part of 263
taken this plan to 51
taken this post in 55
taken this risk in 61
taken this road in 68
taken this road to 138
taken this side of 155
taken this sort of 325
taken this step as 281
taken this step at 233
taken this step by 162
taken this step he 87
taken this step if 114
taken this step in 1072
taken this step is 99
taken this step it 100
taken this step of 229
taken this step on 236
taken this step so 56
taken this step the 69
taken this step to 570
taken this step we 65
taken this tack in 49
taken this task on 44
taken this text as 40
taken this text to 44
taken this time as 95
taken this time by 103
taken this time in 85
taken this time to 515
taken this trip in 50
taken this trip to 135
taken this turn in 80
taken this type of 366
taken this view as 150
taken this view in 290
taken this view is 56
taken this view of 2035
taken this view on 47
taken this view to 89
taken this word in 54
taken this word to 62
taken this work as 101
taken this work in 151
taken thus from the 57
taken thus into the 61
taken too early in 148
taken too early or 78
taken too early to 77
taken too great an 124
taken too late in 256
taken too late to 411
taken too many of 271
taken too much as 120
taken too much at 338
taken too much by 282
taken too much in 222
taken too much of 3014
taken too much on 496
taken too much or 80
taken too much the 52
taken too much to 1137
taken too soon or 67
taken too soon to 40
taken too well to 68
taken two cups of 66
taken two days in 67
taken two days of 172
taken two days on 49
taken two days to 1220
taken two from the 70
taken two more of 52
taken two sets of 91
taken two sips of 58
taken two years in 146
taken two years of 1070
taken two years or 71
taken two years to 2351
taken using only the 80
taken was along the 74
taken was from the 125
taken was full of 52
taken was held to 48
taken was left to 61
taken was made by 97
taken was made in 87
taken was made up 87
taken was more or 42
taken was over the 69
taken was part of 97
taken was said to 103
taken was sent to 93
taken was such as 247
taken was upon the 45
taken way back in 68
taken wet from the 81
taken with arms in 4872
taken with bread or 69
taken with care as 120
taken with care if 81
taken with care in 54
taken with care to 122
taken with cream or 43
taken with even the 43
taken with fits of 138
taken with food as 188
taken with food at 58
taken with food if 1254
taken with food in 226
taken with food is 106
taken with food or 3345
taken with food to 2069
taken with half the 46
taken with just the 52
taken with lots of 106
taken with love of 96
taken with many of 168
taken with meals if 97
taken with meals in 149
taken with meals is 105
taken with meals or 778
taken with meals to 792
taken with milk is 47
taken with milk or 912
taken with milk to 76
taken with more of 79
taken with more or 286
taken with most of 135
taken with nets in 61
taken with nets of 51
taken with nets or 98
