tab stop every half 69
that acts which were 342
that adam could have 744
that adam could only 140
that adam cried unto 70
that adam lived were 1549
that adam might have 718
that adam would come 135
that adam would fall 507
that adam would find 93
that adam would have 1676
that adds still more 135
that ages would roll 51
that aids cases were 85
that aids comes from 41
that aids could have 57
that aids might have 71
that alan might have 117
that alan would feel 87
that alan would have 144
that alec could have 51
that alec would have 65
that alex could have 222
that alex might have 105
that alex would come 52
that alex would have 464
that along every line 96
that also after some 725
that also arise from 251
that also arose from 138
that also breaks down 101
that also calls into 97
that also comes from 879
that also comes into 204
that also could have 791
that also dated back 84
that also dates back 136
that also dates from 253
that also draws from 100
that also draws upon 127
that also enter into 319
that also every such 62
that also exist among 50
