tabu holds also for 173
tears stream from his 204
tears washing down her 121
tears washing down his 51
tears welling from her 263
tears welling from his 261
tears welling into her 495
tears welling into his 171
tears where there was 74
tears which flow and 57
tears which from his 41
tears which made her 50
tears which were not 150
tears which were now 82
tears which will not 44
tears while hearing them 177
tears wiped away and 57
tears wiped from off 90
tears wiped from our 45
tears would break out 49
tears would come and 171
tears would come out 166
tears would fill her 279
tears would fill his 235
tears would flow and 107
tears would flow for 41
tears would give her 57
tears would gush out 44
tears would have run 43
tears would mingle with 60
tears would wash this 84
tease apart these two 132
teeth after meals and 270
teeth appear late and 89
teeth cutting into her 41
teeth digging into her 105
teeth digging into his 70
teeth erupt early and 52
teeth erupt late and 72
teeth every time she 128
teeth every time they 77
teeth every time you 78
teeth filed down and 57
teeth might fall out 178
teeth missing from his 90
teeth nearly fell out 46
teeth right down his 41
teeth shall drop out 139
teeth sinking into her 249
teeth sinking into his 199
teeth slide over each 64
teeth slide over one 44
teeth twice into his 93
teeth where there are 51
teeth which gave her 67
teeth which gave him 83
teeth which have had 89
teeth which have not 288
teeth which made her 59
teeth which made him 45
teeth which made his 81
teeth which mesh with 147
teeth which were all 49
teeth which were not 205
teeth which were then 41
teeth which will not 57
teeth would come out 156
teeth would drop out 227
teeth would fall out 1732
teeth would make her 41
tell about just one 82
tell about life and 58
tell about more than 565
tell about only one 69
tell about other things 69
tell about some new 43
tell about some things 109
tell about such things 444
tell about their day 207
tell about their new 62
tell about their own 2524
tell about these things 1961
tell about these two 71
tell about those old 49
tell about those things 318
tell about those who 201
tell about what god 41
tell about what goes 57
tell about what had 256
tell about what has 172
tell about what she 239
tell about what they 2139
tell about what was 228
tell about what you 423
tell about when she 73
tell about when they 167
tell about when you 123
tell about your day 99
tell about your own 204
tell again what has 44
tell anything from her 117
tell anything from his 204
tell anything from that 185
tell anything from them 42
tell anything from this 89
tell anything like that 48
tell anything more than 149
tell anything other than 234
tell apart from each 45
tell apart when they 53
tell basil some day 84
tell daddy what you 120
tell david what had 53
tell david what she 40
tell david what you 41
tell either what death 45
tell every body that 337
tell every single one 59
