sacking monasteries and 44
selling departments may 40
selling departments that 131
selling electricity and 183
selling electricity for 125
selling electronics and 100
selling environment and 266
selling environment for 173
selling environment that 244
selling exclusively for 527
selling expenditure and 52
selling experiences and 104
selling fertilizers and 135
selling handicrafts and 597
selling indulgences and 264
selling indulgences for 460
selling indulgences had 117
selling indulgences was 190
selling instruments and 230
selling instruments for 56
selling investments and 282
selling investments for 117
selling investments that 139
selling knickknacks and 43
selling memberships and 191
selling memberships for 54
selling merchandise and 1904
selling merchandise are 172
selling merchandise but 96
selling merchandise for 902
selling merchandise has 46
selling merchandise may 60
selling merchandise than 42
selling merchandise that 1392
selling merchandise they 87
selling merchandise was 124
selling merchandise with 250
selling opportunity and 86
selling opportunity for 255
selling organization and 1548
selling organization are 160
selling organization can 238
selling organization for 909
selling organization had 106
selling organization has 310
selling organization may 188
selling organization that 644
selling organization was 488
selling organization with 288
selling performance and 117
selling phonographs and 54
selling photographs and 146
selling pornography and 78
selling practically all 145
selling propositions and 116
selling propositions are 50
selling publications and 100
selling relationship with 122
selling restrictions and 71
selling restrictions are 56
selling salesperson are 42
selling shareholder and 736
selling shareholder can 248
selling shareholder does 56
selling shareholder had 101
selling shareholder has 395
selling shareholder may 475
selling shareholder was 101
selling shareholder who 351
selling stockholder and 93
selling stockholder has 178
selling stockholder may 124
selling substitutes for 91
selling transactions and 166
selling transactions are 187
selling transactions with 91
selling typewriters and 272
selling unwholesome meat 154
selling watermelons and 70
sells accessories and 63
sells automobiles and 65
sells commodities and 46
sells commodities for 158
sells electricity and 70
sells electricity for 79
sells handicrafts and 52
sells merchandise and 162
sells merchandise for 476
sells merchandise that 267
sells merchandise with 54
sells photographs and 51
sells practically all 60
sells prescription and 42
semen preservation and 177
sending ambassadors and 204
sending ambassadors for 56
sending ambassadors with 141
sending applications for 73
sending attachments with 45
sending communities and 419
sending communities are 141
sending detachments off 42
sending helicopters and 74
sending humanitarian aid 166
sending instructions and 188
sending instructions for 211
sending instructions that 61
sending instructions with 85
sending instruments and 85
sending locomotives and 49
sending manuscripts and 44
sending manuscripts out 59
sending missionaries all 94
sending missionaries and 496
sending missionaries for 55
sending missionaries out 320
sending missionaries who 44
sending newsletters and 54
sending organization and 50
sending photographs and 183
sending remittances and 137
sending remittances for 49
sends ambassadors and 83
sends ambassadors with 52
sends instructions and 67
sends instructions for 151
sends instructions that 113
sends missionaries all 43
senior accountants and 96
senior accountants are 41
senior ambassadors and 43
senior appointment and 47
senior appointment was 93
senior appointment with 65
senior apprentices and 47
senior bureaucratic and 79
senior businessmen and 79
senior businessmen who 55
senior certificate and 75
senior commissioner and 50
senior commissioner for 66
senior commissioner who 92
senior consultants and 232
senior consultants are 64
senior consultants for 48
senior consultants who 152
senior consultants with 74
senior coordinator for 144
senior departments and 61
senior examinations and 40
senior fellowships and 55
senior fellowships are 58
senior fellowships for 56
senior governments and 156
senior governments are 88
senior governments can 55
senior governments for 52
senior individuals who 147
senior institutions and 232
senior institutions are 88
senior institutions for 63
senior instructors and 102
senior journalists and 293
senior journalists are 50
senior journalists who 162
senior lectureship and 45
senior legislators and 66
senior legislators who 79
senior lieutenants and 153
senior lieutenants had 45
senior lieutenants who 53
senior magistrates and 204
senior magistrates who 56
senior managements and 53
senior managements are 45
senior missionaries and 61
senior missionaries had 46
senior missionaries who 55
senior obstetrician and 101
senior partnership and 59
senior partnership was 57
senior partnership with 49
senior practitioner and 63
senior practitioner who 80
senior professional and 361
senior professional men 52
senior professional who 95
senior professional with 68
senior programmers and 120
senior programmers who 56
senior psychiatrist and 140
senior psychiatrist for 97
senior psychiatrist who 120
senior psychiatrist with 44
senior republicans and 90
senior republicans had 46
senior republicans who 99
senior salesperson who 43
senior scholarship and 48
senior secretaries and 95
senior secretaries are 41
senior secretaries who 46
senior statistician for 63
senior supervisors and 169
senior supervisory and 75
senior underwriter for 54
sense accompanied with 70
sense accountable for 305
sense acknowledge that 45
sense acknowledging that 93
sense christianity has 114
sense christianity was 218
sense communicate with 47
sense communicating with 106
sense compensated for 117
sense compensates for 120
sense compensation for 93
sense competitive with 144
sense competitors for 48
