tact directing 56 tail
their becomes 142 their
between 141 their depends
53 their enjoyed 42
their members 66 their
renders 52 their ripened
48 their together 937
their regarding 121 their
against 43 their ability
174 their bravery 50
their courage 72 their
effects 88 their efforts
43 their numbers 103
their results 46 their
success 449 their variety
264 their victory 139
their muscles 46 their
because 58 their advance
42 their assault 42
their invasion 231 their
marriage 66 their reforms
127 their removal 65
their revival 47 their
robbery 53 their solution
306 their suicide 113
their worship 54 their
adverse 127 their affects
50 their animals 40
their anxiety 101 their
baggage 55 their behavior
55 their beliefs 130
their blessings 252 their
buildings 107 their customs
55 their defects 82
their deities 189 their
demands 149 their desires
152 their details 41
their diseases 98 their
drivers 56 their effects
382 their emotions 492
their expense 125 their
features 180 their females
40 their figures 143
their friction 64 their
friends 92 their hazards
224 their horrors 1151
their ideology 56 their
imagery 48 their increase
46 their insects 41
their knights 120 their
legends 76 their material
53 their medical 58
their passions 51 their
planets 1025 their priests
288 their problem 43
their research 52 their
results 143 their retinue
41 their rewards 113
their rituals 445 their
schools 87 their service
65 their shadows 56
their spirits 197 their
sprites 49 their squires
233 their suffering 327
their support 61 their
symbols 79 their systems
182 their tensions 54
their vessels 114 their
violence 141 their virtues
174 their warriors 68
their worries 98 their
between 267 their focused
118 their largely 61
their towards 443 their
listening 165 their offspring
48 their parents 48
their perusal 326 their
silence 64 their according
161 their against 288
their because 453 their
between 110 their compare
53 their diverge 43
their express 49 their
following 90 their improve
63 their largely 50
their quickly 59 their
reflect 322 their regarding
2210 their related 85
their revealed 64 their
shifted 92 their similar
53 their suggest 72
their towards 40877 their
usually 40 their advised
42 their appeared 53
their because 87 their
general 1025 their present
557 their regarding 77
their usually 47 their
because 110 their becomes
82 their depends 61
their regular 63 their
towards 403 their according
45 their against 126
their because 315 their
believe 105 their respond
90 their together 65
their numbers 86 their
beginning 46 their desires
49 their measures 107
their program 54 their
brethren 58 their brothers
64 their context 50
their cousins 158 their
friends 135 their sisters
48 their capital 490
their service 67 their
strengths 112 their teachers
81 their debated 42
their remains 80 their
systems 319 their behavior
62 their control 289
their features 42 their
pistols 401 their reactions
180 their support 82
their thoughts 1189 their
efforts 66 their systems
72 their arousal 221
their nervous 1025 their
reactions 100 their systems
61 their budgets 40
their capital 1127 their
cavalry 55 their choices
139 their dollars 63
their foreign 92 their
habitat 57 their incomes
92 their leisure 91
their material 226 their
natural 78 their reserve
58 their sources 91
their storage 58 their
support 56 their surface
52 their surplus 58
their tonnage 85 their
desires 100 their masters
124 their ordered 47
their quietly 41 their
behavior 388 their because
41 their regarding 177
their towards 100 their
brethren 54 their captors
190 their masters 138
their pulpits 200 their
degrees 93 their against
72 their between 63
their missile 1403 their
dignity 59 their promise
99 their records 389
their service 76 their
vocation 134 their towards
91 their assault 93
their attacks 42 their
behavior 60 their captors
50 their conduct 292
their courses 49 their
cruelty 409 their customs
1099 their designs 47
their dialects 155 their
efforts 40 their enemies
447 their homages 129
their ingenuity 40 their
language 272 their manners
461 their masters 252
their murders 51 their
natives 76 their natures
69 their numbers 71
their offspring 46 their
passions 43 their purpose
148 their ravages 97
their religion 142 their
triumph 126 their tyranny
42 their vengeance 94
their violence 40 their
warfare 264 their worship
88 their similar 110
their advance 77 their
against 50 their because
63 their against 1157
their charged 175 their
forward 57 their planted
56 their replied 54
their muskets 145 their
aspects 97 their choices
587 their content 99
their context 100 their
control 94 their ecology
72 their effects 1249
their freedom 98 their
history 42 their measures
41 their pattern 263
their profile 57 their
reactions 281 their results
51 their science 120
their studies 57 their
systems 63 their indexes
63 their because 78
their forever 44 their
incomes 110 their aspects
180 their effects 8952
their features 83 their
function 41 their purpose
52 their relation 45
their results 899 their
brethren 293 their country
110 their sisters 54
their offspring 81 their
variety 562 their affairs
41 their alliance 86
their central 58 their
defense 71 their dialogue
86 their dispute 61
their efforts 55 their
exchange 602 their foreign
57 their relation 49
their treaties 211 their
ability 151 their aspects
234 their balance 42
their behavior 659 their
brothers 83 their capital
81 their content 58
their context 248 their
control 408 their descent
96 their destiny 870
their effects 3955 their
essence 56 their features
284 their fitness 489
their function 3852 their
history 177 their kinship
73 their material 77
their maximum 175 their
natures 254 their offspring
2061 their origins 758
their outlook 64 their
parents 20697 their position
56 their potency 230
their purpose 495 their
quality 49 their reactions
169 their relation 76
their research 83 their
samples 62 their sources
101 their species 61
their studies 108 their
success 133 their systems
253 their targets 83
their utility 156 their
warfare 138 their research
53 their against 49
their because 104 their
liberty 43 their attacks
151 their battles 40
their critics 166 their
enemies 4738 their moments
53 their corpses 58
their flannel 105 their
remains 119 their windows
41 their enemies 105
their against 41 their
conduct 113 their manners
82 their private 85
their against 221 their
towards 66 their battles
90 their victory 343
their captors 47 their
friends 42 their masters
95 their factors 103
their records 151 their
systems 111 their features
90 their gardens 136
their history 51 their
sources 68 their studies
94 their ambition 371
their avarice 40 their
charity 90 their desires
49 their devotion 225
their forests 77 their
freedom 58 their liberty
53 their loyalty 175
their respect 48 their
support 81 their sympathy
48 their variety 99
their blessings 46 their
harvest 153 their natural
46 their together 87
their general 116 their
dresses 87 their example
45 their laurels 46
their members 110 their
moments 189 their national
51 their plumage 134
their portions 90 their
because 52 their service
86 their address 97
their license 121 their
material 51 their signals
127 their stations 67
their systems 50 their
account 184 their clients
54 their function 49
their against 251 their
towards 177 their control
98 their deficit 53
their demands 70 their
outlays 67 their position
150 their process 82
their support 82 their
systems 75 their princes
69 their helmets 104
their muskets 44 their
shields 102 their masters
154 their teachers 99
their coverings 48 their
remains 140 their cousins
93 their friends 124
their marriage 57 their
sojourn 43 their content
123 their effects 80
their against 387 their
attacks 43 their charges
49 their beliefs 100
their brethren 303 their
religion 137 their friends
103 their against 76
their efforts 107 their
according 50 their against
