tail functions 151 tail
their banquets 45 their
calendar 69 their chambers
78 their costumes 430
their entrance 94 their
functions 295 their garments
172 their inferiors 84
their occasions 99 their
religious 46 their services
61 their uniforms 141
their bargaining 55 their
analysis 70 their christian
79 their compared 110
their confirms 45 their
demanded 41 their depended
81 their deserves 68
their directly 56 their
education 270 their entirely
287 their formation 265
their improved 64 their
otherwise 53 their pathology
172 their patterns 43
their problems 69 their
reflects 72 their remained
155 their rendered 183
their requires 87 their
sketches 323 their somewhat
137 their suffered 45
their suggests 107 their
unchanged 55 their undergoes
55 their whenever 44
their monopoly 69 their
fireside 109 their quarters
45 their directly 48
their ambitions 151 their
autonomy 377 their children
49 their classics 43
their concepts 56 their
cultural 104 their daughter
89 their doctrine 192
their freedoms 124 their
heritage 71 their homeland
117 their identity 43
their illusions 226 their
isolation 55 their memories
181 their oriental 47
their personal 61 their
policies 67 their positions
68 their programs 42
their projects 126 their
property 122 their provision
68 their purposes 76
their religious 229 their
tradition 136 their treasures
92 their commands 48
their stricken 40 their
capacity 402 their decisions
158 their functions 90
their patterns 59 their
potential 430 their expenses
58 their problems 58
their affection 45 their
ambitions 48 their bedrooms
100 their churches 53
their curiosity 46 their
education 144 their emotional
40 their exploits 95
their exposure 48 their
families 335 their holidays
58 their identity 63
their intimacy 95 their
memories 2226 their patterns
91 their playmate 47
their pleasures 93 their
problems 139 their relations
118 their religious 272
their remember 88 their
situation 65 their sweetheart
40 their condition 80
their curiosity 94 their
enthusiasm 41 their products
40 their breakfast 154
their displays 125 their
festival 134 their holidays
1342 their packages 328
their presents 4668 their
programs 40 their services
65 their vacations 518
their lighters 627 their
packages 126 their condition
57 their invaders 48
their visitors 192 their
approval 43 their allusions
136 their analysis 46
their ancestry 50 their
approach 53 their education
1243 their elegance 78
their erudition 95 their
forebears 327 their functions
51 their heritage 698
their languages 99 their
literary 74 their pursuits
50 their subjects 71
their tradition 167 their
treatment 45 their activity
175 their approach 81
their authority 111 their
autonomy 167 their behaviors
356 their computer 68
their contexts 73 their
decisions 102 their education
131 their lectures 399
their literacy 81 their
materials 127 their pedagogy
74 their practice 7026
their problems 313 their
programs 208 their projects
181 their routines 398
their situation 218 their
students 74 their subjects
43 their consists 80
their included 73 their
includes 65 their networks
48 their activity 41
their positions 51 their
activity 472 their adequacy
53 their analysis 41
their approach 124 their
authority 128 their business
60 their capacity 800
their contents 96 their
defenses 49 their deficits
790 their dimension 58
their elements 95 their
functioning 3581 their functions
676 their horizons 49
their maturity 154 their
outcomes 47 their patterns
124 their potential 614
their problems 203 their
processing 1942 their products
46 their profiles 74
their response 67 their
salience 62 their schemata
157 their validity 73
their condition 73 their
accepted 52 their actually
115 their anywhere 47
their believed 204 their
compared 51 their concerning
138 their consider 89
their continue 75 their
describe 57 their directly
49 their employed 152
their examined 100 their
followed 83 their indicate
46 their informed 96
their initiated 43 their
insisted 44 their involved
141 their objected 52
their observed 103 their
perceive 111 their prepared
46 their produced 68
their proposed 105 their
provided 165 their provides
44 their received 64
their recently 45 their
regarded 66 their remained
114 their reported 325
their resigned 41 their
returned 72 their stationed
58 their suggests 99
their whenever 58 their
evidence 40 their materials
76 their agencies 87
their business 51 their
complete 53 their included
66 their includes 59
their policies 143 their
problems 67 their requires
52 their services 44
their currents 381 their
churches 61 their education
423 their condition 82
their solutions 103 their
condition 56 their subjects
241 their energies 40
their chambers 331 their
products 587 their believed
49 their declared 40
their demanded 66 their
directed 51 their expected
54 their insisted 59
their mortally 153 their
prisoner 117 their received
114 their remained 72
their reported 137 their
resigned 52 their returned
83 their accounts 189
their activity 2063 their
agencies 56 their aircraft
74 their ambitions 316
their appetite 40 their
approach 47 their aptitude
75 their attaches 51
their autonomy 51 their
banality 51 their benefits
58 their business 830
their capacity 165 their
colonies 82 their concerns
922 their condition 63
their conquest 51 their
contacts 573 their contract
58 their decisions 108
their disputes 220 their
education 99 their endeavors
195 their energies 74
their entities 101 their
exchanges 375 their expansion
316 their fortunes 139
their functions 371 their
greatness 149 their hegemony
129 their heritage 41
their horizons 68 their
industry 124 their instinct
110 their interest 1091
their journeys 82 their
judgment 138 their licenses
59 their messages 666
their monopoly 580 their
morality 91 their networks
292 their operation 158
their opulence 60 their
partners 290 their policies
951 their positions 99
their potential 3016 their
practice 50 their premises
55 their presence 134
their problems 88 their
products 585 their programs
73 their progress 254
their projects 114 their
property 456 their purposes
337 their pursuits 1286
their recordings 59 their
relations 7436 their revenues
58 their sagacity 92
their servants 78 their
services 198 their situation
80 their software 47
their sponsors 204 their
strategy 117 their survival
121 their symphony 59
their valuation 120 their
vehicles 69 their ventures
1050 their viability 1336
their vitality 50 their
business 154 their directed
83 their directly 171
their extended 481 their
payments 70 their promptly
54 their stricter 44
their chairman 78 their
chairmen 139 their declared
61 their positions 481
their reported 115 their
seniority 91 their situation
40 their products 108
their utensils 54 their
comrades 283 their doctrine
58 their education 171
their heritage 62 their
homeland 58 their identity
41 their neighbor 49
their partners 189 their
activism 521 their activity
117 their agencies 48
their churches 53 their
colleges 271 their compared
42 their concerns 134
their consists 43 their
contacts 300 their contexts
128 their councils 81
their cultures 100 their
depended 94 their education
190 their functions 144
their hospital 170 their
identity 580 their included
46 their increased 48
their interest 128 their
languages 136 their networks
188 their numbered 75
their organizing 376 their
partners 702 their politics
44 their practice 95
their presence 41 their
prestige 50 their problems
540 their programs 258
their projects 539 their
property 5602 their provided
54 their provides 93
their received 46 their
recreation 82 their relations
886 their remained 105
their required 61 their
requires 87 their services
