act before leaving was to 138
are special laws for the 56
are special songs for the 41
are spending more than rs 60
are spending more than the 112
are spending more than we 176
are spending time with the 111
are stable from year to 126
are standing here with us 166
are standing there with the 70
are stands over you the 359
are starving young men in 53
are stated along with the 46
are stated here for the 55
are stated need not be 147
are stated only for the 47
are stolen from him by 59
are stored along with the 580
are stored away for the 144
are stored when not in 182
are stowed away for the 44
are stowed away with the 69
are studying such things as 60
are suited only for the 130
are summed over all of 52
are summed over all the 215
are surely more than the 47
are swathed from top to 78
are tailor made for the 47
are talked over with the 44
are taught along with the 116
are taught early not to 43
are taught here that the 56
are taught many things in 42
are taught nothing but the 89
are taught only how to 78
are taught such things as 118
are taught what are the 44
are tested along with the 53
are thereby kept out of 47
are thronged from end to 67
are topics dealt with in 42
are tossed from alp to 86
are touching upon one of 63
are training your dog to 52
are treated along with the 132
are treated here for the 53
are treated here with the 45
are treated like one of 44
are tucked away out of 137
are turned away with the 46
are turned back and the 102
are turned down and the 203
are turned down for the 234
are turned from sin to 50
are turned over and the 349
are turned over for the 60
are turned over one at 45
are turned over with the 58
are tutors over them to 50
are twelve feet long by 40
are twelve years old or 82
are twenty years old or 252
are twenty years out of 108
are twenty young men of 72
are ungodly among them of 1280
are unique among all of 41
are unique among all the 212
are united into one by 94
are united into one in 105
are united into one thing 233
are united only for the 56
are united unto him by 46
are upside down and the 72
are useful also for the 143
are useful only for the 824
are useful when one is 190
are useful when you do 125
are valued less than the 155
are valued more for the 94
are valued more than the 253
are valued only for the 111
are varied from day to 67
are varied from year to 523
are varied such that the 42
are various ways for the 117
are various ways out of 91
are various ways that the 197
are various ways that we 90
are vastly less than the 56
are vastly more than the 41
are veiled from head to 47
are verses made out of 75
are visiting from out of 115
are waived here and it 112
are wanted only for the 51
are washed away and he 43
are washed away and the 454
are washed away and we 44
are washed away with the 270
are washed down and the 74
are washed down with the 92
are watching what you do 55
are welded into one by 54
are wholly left out of 78
are wholly wrong for the 77
are widely held and the 49
are widely open and the 50
are widely used and in 50
are widely used and it 51
are widely used and the 235
are widely used are the 146
are widely used both as 80
are widely used both by 60
are widely used both in 272
are widely used due to 234
are widely used for in 58
are widely used for the 5099
are widely used now in 74
are widely used owing to 51
are widely used with the 82
arm struck from him by 60
arm through hers with an 41
arm through mine and we 323
art called into being by 89
art differ from that of 68
art without paying for it 82
ask ernest home for the 50
ask myself what are the 172
ask myself what can be 108
ask myself what was the 185
ask someone else for an 42
ask someone else for the 78
ask someone else how to 47
ask someone what they do 41
ask something like that of 42
ask something more than to 53
ask whether such things as 56
ask whether there are in 58
ask whether there are no 117
ask whether there can be 742
ask whether there may be 253
ask whether there was an 172
ask whether there was in 41
ask whether there was no 220
ask whether these are the 154
ate better food than the 62
awe enters into them so 42
