eagerness dealing round 123
eighteen were women 271
eighteen were working 109
eighteen when first 97
eighteen wild boars 108
eighteen will stand 58
eighteen years about 139
eighteen years after 36323
eighteen years alone 142
eighteen years apart 389
eighteen years began 172
eighteen years could 266
eighteen years eight 52
eighteen years every 45
eighteen years first 152
eighteen years found 73
eighteen years growth 48
eighteen years hence 181
eighteen years later 40184
eighteen years lived 156
eighteen years longer 1151
eighteen years louis 41
eighteen years might 122
eighteen years never 46
eighteen years older 3160
eighteen years raising 53
eighteen years rather 41
eighteen years running 54
eighteen years shall 1505
eighteen years short 43
eighteen years shows 83
eighteen years since 7122
eighteen years spent 295
eighteen years still 40
eighteen years taken 42
eighteen years teaching 135
eighteen years under 934
eighteen years until 1250
eighteen years waiting 64
eighteen years where 81
eighteen years which 1570
eighteen years while 331
eighteen years whose 132
eighteen years within 79
eighteen years working 288
eighteen years would 653
eighteen young girls 115
eighteen young lords 51
eighteen young people 263
eighteen young women 226
eighties have given 68
eighties have shown 64
eighties heavy metal 43
eighties there began 42
eighties there would 41
eighties took place 65
eighties were about 75
eighties were often 44
eighties were quite 47
