dabbled briefly in 371
decibel notation is 407
decided ability as 289
decided ability in 299
decided ability to 118
decided absence of 612
decided according as 327
decided according to 31441
decided addition to 488
decided adhesion of 76
decided adhesion to 104
decided admirer of 193
decided adoption of 156
decided advance by 57
decided advance in 4983
decided advance is 142
decided advance of 258
decided advance on 1610
decided advance to 60
decided adverse to 96
decided affairs of 67
decided against an 3053
decided against as 731
decided against at 139
decided against by 337
decided against co 60
decided against in 268
decided against it 82383
decided against me 2249
decided against mr 107
decided against my 685
decided against on 277
decided against or 91
decided against re 187
decided against so 240
decided against the 57225
decided against us 2320
decided allusion to 60
decided although the 68
decided analogy to 81
decided anomaly in 71
decided answers to 78
decided atrophy of 170
decided attempt at 207
decided attempt to 705
decided aversion of 121
decided aversion to 3729
decided awakening of 63
decided balance in 174
decided balance of 242
decided barrier to 76
decided battles in 49
decided because he 162
decided because it 400
decided because no 51
decided because of 1215
decided because the 964
decided because we 109
decided beginning of 87
decided belonged to 130
decided benefit as 157
decided benefit in 842
decided benefit is 196
decided benefit of 208
decided benefit on 50
decided benefit to 1648
decided between an 46
decided between me 70
decided between my 124
decided between the 6228
decided between us 1315
decided betwixt the 134
decided betwixt us 166
decided blunder in 155
decided bravely to 48
decided censure of 183
decided champion of 196
decided charles to 142
decided chiefly by 455
decided chiefly on 108
decided chuckling or 53
decided clement to 47
decided command of 238
decided conduct in 171
decided conduct of 340
decided conduct on 73
decided control of 94
decided convert to 190
decided current of 252
decided darkening of 52
decided decline in 1518
decided decline of 287
decided decrease in 3731
decided decrease of 446
decided deepening of 48
decided depending on 418
decided depends on 79
decided despite the 126
decided details of 42
decided devotion to 93
decided dislike of 369
decided dislike to 741
decided display of 59
decided division in 72
decided division of 181
decided dryness of 41
decided dulness on 84
decided economy in 272
decided economy of 127
decided effects in 150
decided effects of 241
decided effects on 494
decided efforts at 48
decided efforts on 90
decided efforts to 380
decided element in 69
decided element of 842
decided enemies of 987
decided enemies to 476
decided everything by 139
decided everything in 404
decided everything on 74
decided exactly as 105
decided exactly in 59
decided exactly the 166
decided example of 236
decided exertion of 74
decided factors in 56
decided failure as 127
decided failure in 212
decided failure of 300
decided failure on 86
decided failure to 60
decided features in 67
decided features of 244
decided finally as 134
decided finally at 103
decided finally by 1330
decided finally he 47
decided finally in 629
decided finally it 56
decided finally on 731
decided finally the 175
decided finally to 5589
decided firstly to 71
decided fitness in 52
decided following the 233
decided forever the 113
decided forthwith to 1476
decided friends of 690
decided friends to 295
decided fulness of 50
decided gesture of 115
decided grounds in 62
decided hardening of 45
decided hastily to 88
decided herself to 178
decided himself to 896
decided history of 63
decided however to 539
decided impetus by 119
decided impetus in 164
decided impetus to 1611
decided impress of 144
decided impress on 76
decided imprint on 100
decided impulse in 133
decided impulse of 66
decided impulse to 1266
decided include the 46
decided increase in 12757
decided increase is 95
decided increase of 3208
decided increase on 73
decided increase or 56
decided increase to 57
decided infusion of 66
decided insofar as 57
decided involving the 99
decided jointly by 2480
decided jointly on 96
decided jointly to 512
decided language in 115
decided language is 44
decided language of 362
decided language to 143
decided largely as 41
decided largely at 40
decided largely by 1384
decided largely in 362
decided largely on 638
decided largely to 76
decided lessening in 92
decided lessening of 366
decided liberal in 109
decided locally by 152
decided locally in 66
decided loosening of 62
decided loyalty to 67
decided marriage to 42
decided mastery of 51
decided matters by 157
decided matters in 330
decided matters of 909
decided maximum at 79
decided maximum in 107
decided maximum of 89
decided measures as 98
decided measures be 47
decided measures by 46
decided measures in 168
decided measures of 558
decided measures on 80
decided measures to 864
decided members of 81
decided minimum in 63
decided miranda on 40
decided mistake in 103
decided mistake to 283
decided mixture of 195
decided napoleon to 253
decided narrowing of 224
decided negation of 58
decided neglect of 89
decided novelty in 233
decided novelty of 198
decided novelty to 153
decided opinions as 600
decided opinions at 60
decided opinions he 65
decided opinions in 460
decided opinions of 1200
decided opinions on 2280
decided opinions to 114
decided outbreak of 46
decided outline of 64
decided outside of 277
decided outside the 905
decided pattern of 70
decided paucity of 111
decided perhaps by 67
decided perhaps he 164
decided perhaps it 204
decided perhaps the 96
decided perhaps to 49
decided perhaps we 50
decided pleasure in 336
decided pleasure to 102
decided position as 205
decided position in 399
decided position of 172
decided position on 338
decided poverty of 55
decided previous to 182
decided priority in 60
decided priority of 53
decided problem in 51
decided promise of 389
decided protest of 53
decided protest on 54
decided purpose in 69
decided purpose of 308
decided purpose to 390
decided quality of 96
decided question of 119
decided quickly by 75
decided quickly in 87
decided quickly on 144
decided quickly to 559
decided quietly to 195
decided reddening of 43
decided redness of 108
decided refusal of 505
decided refusal on 71
decided refusal to 991
decided regarding the 548
decided related to 60
decided relates to 75
decided relation of 44
decided relation to 310
decided remains of 122
decided renewal of 69
decided repulse of 85
decided resolve to 50
decided resulting in 40
decided results in 157
decided results of 44
decided revision of 59
decided revival in 97
decided revival of 427
decided rightly in 213
decided rightly or 867
decided rightly to 112
decided sanction of 69
decided sanction to 55
decided service in 195
decided service to 121
decided setback in 96
decided setback to 121
decided several of 64
decided shortly to 55
decided shrinking of 51
decided softening of 97
decided somehow to 107
decided stretch of 40
decided strokes of 44
decided strongly in 65
decided subject of 112
decided subject to 100
decided success as 530
decided success at 231
decided success by 134
decided success in 1380
decided success is 57
decided success of 660
decided success on 382
decided success or 65
decided success the 44
decided success to 147
decided support in 177
decided support of 674
decided support to 639
decided sympathy of 150
decided symptom is 93
decided symptom of 297
decided tacitly to 45
decided talents as 43
decided talents in 50
decided thickening of 514
decided together as 60
decided together by 184
decided together in 297
decided together on 363
decided together the 48
decided together to 965
decided tonight to 148
decided towards the 619
decided tribute to 112
decided triumph in 116
decided triumph of 253
decided triumph to 40
decided twinkle in 320
decided tyrants in 177
decided upsurge in 43
decided usually by 88
decided usually to 59
decided utility in 98
decided utility to 54
decided variance in 40
decided variation in 607
decided variation of 98
decided verdict in 52
decided verdict of 55
decided victory at 206
decided victory by 80
decided victory in 399
decided victory is 70
decided victory of 312
decided victory on 166
decided victory or 87
decided victory to 283
decided violation of 126
decided weakness in 402
