if allowed bring the body 60
in contact with the dies 223
in contact with the dike 169
in contact with the dirt 111
in contact with the disc 563
in contact with the dish 85
in contact with the disk 762
in contact with the dock 46
in contact with the dome 47
in contact with the door 434
in contact with the down 51
in contact with the dread 101
in contact with the drop 739
in contact with the drug 944
in contact with the drum 2291
in contact with the drying 331
in contact with the duct 190
in contact with the duke 124
in contact with the dust 566
in contact with the dyke 140
in contact with the early 171
in contact with the edge 4012
in contact with the eggs 406
in contact with the ends 1347
in contact with the ether 212
in contact with the ever 191
in contact with the evil 274
in contact with the exit 58
in contact with the eyes 1497
in contact with the face 3773
in contact with the facing 58
in contact with the fact 138
in contact with the fair 130
in contact with the faith 67
in contact with the fast 42
in contact with the feed 268
in contact with the feet 197
in contact with the felt 89
in contact with the fifth 165
in contact with the file 49
in contact with the fill 234
in contact with the film 2570
in contact with the fine 278
in contact with the finger 935
in contact with the fire 3412
in contact with the firm 372
in contact with the fish 338
in contact with the five 146
in contact with the flap 40
in contact with the flat 1083
in contact with the flow 353
in contact with the flue 338
in contact with the flux 115
in contact with the foam 87
in contact with the foil 198
in contact with the fold 52
in contact with the food 4187
in contact with the foot 1074
in contact with the fore 200
in contact with the fork 80
in contact with the form 199
in contact with the four 275
in contact with the free 1655
in contact with the frog 87
in contact with the fuel 3430
in contact with the full 201
in contact with the gall 223
in contact with the gate 97
in contact with the germ 476
in contact with the gill 153
in contact with the girl 201
in contact with the glue 201
in contact with the gods 263
in contact with the gold 836
in contact with the good 216
in contact with the goths 49
in contact with the gray 63
in contact with the great 3018
in contact with the grid 196
in contact with the gulf 62
in contact with the gums 172
in contact with the hair 1030
in contact with the half 276
in contact with the hand 2116
in contact with the hanging 112
in contact with the hard 2040
in contact with the heads 328
in contact with the healing 53
in contact with the health 563
in contact with the hearth 83
in contact with the heart 2007
in contact with the heating 2151
in contact with the heavy 138
in contact with the heel 104
in contact with the heme 95
in contact with the hero 51
in contact with the hide 69
in contact with the high 1961
in contact with the hill 114
in contact with the hilt 50
in contact with the hind 56
in contact with the hole 331
in contact with the holy 610
in contact with the home 441
in contact with the hook 78
in contact with the horn 173
in contact with the host 1069
