cabarets and cafes of 42
category with which the 419
category with which to 498
category with which we 429
category you belong to 132
catharsis can occur if 100
cathedral and began to 56
cathedral and close to 40
cathedral and under the 47
cathedral being built in 59
cathedral for which he 41
cathedral that would be 95
cathedral was about to 60
cathedral was begun at 142
cathedral was begun by 325
cathedral was begun in 1730
cathedral was begun on 55
cathedral was blown up 49
cathedral was built as 172
cathedral was built at 329
cathedral was built by 593
cathedral was built in 3954
cathedral was built of 115
cathedral was built on 1396
cathedral was built to 245
cathedral was burnt in 45
cathedral was burnt to 47
cathedral was given to 48
cathedral was still in 43
cathedral who could sing 40
cathedral with which he 46
catheters are easier to 75
catheters are prone to 89
catheters are shown in 61
catheters can easily be 43
catheters can often be 45
catheters that could be 67
cauldron for boiling the 46
cauldron was found in 87
causation and locus of 51
causation and spread of 145
causation are based on 97
causation are found in 48
causation are liable to 108
causation can never be 151
causation that could be 94
causation that might be 58
causation was found to 40
causation with which the 87
causation with which we 106
causeway that joins the 75
causeway that links the 99
causeway two miles in 93
causeway was blown up 65
causeway was built by 112
causeway was built in 114
causeway was built on 42
causeway was built to 169
cautioned and sworn to 174
cautioned her about the 348
cautioned her never to 154
cautioned him about it 85
cautioned him about the 628
cautioned him never to 233
cautioned his father to 50
cautioned his people to 142
cautioned that anything he 61
cautioned that rules of 74
cautioned that since the 80
cautioned that under no 55
cautioned that while the 238
cautioned them about the 325
cautioned them never to 132
cautioned you about the 79
cavalier that might be 56
cavalier was about to 73
cavalier was willing to 40
cavities and above the 59
cavities and cells of 75
cavities and cover the 126
cavities and ducts of 50
cavities and forms the 49
cavities and holes in 84
cavities and pores in 70
cavities and pores of 186
cavities and thinning of 50
cavities and tubes in 48
cavities and tubes of 81
cavities and veins in 156
cavities and veins of 77
cavities and walls of 76
cavities and within the 47
cavities are close to 54
cavities are eight in 67
cavities are found in 1051
cavities are found to 164
cavities are given in 44
cavities are known as 262
cavities are known to 79
cavities are liable to 60
cavities are lined by 1720
cavities are shown in 276
cavities are tuned to 88
cavities can easily be 45
cavities can often be 40
cavities lie within the 109
cavities may appear in 54
cavities may exist in 103
cavities may occur in 134
cavities may often be 56
cavities that could be 45
cavities that exist in 45
cavities that house the 88
cavities that might be 54
cavities that occur in 67
cavities that serve as 48
cavities was found to 48
cavities with which it 63
cavities with which the 243
ceasefire that ended the 100
celerity and force of 40
celerity and skill by 46
celerity and skill of 106
celerity and vigor of 155
celerity for which he 65
celerity that would at 58
celerity with which an 88
celerity with which he 1517
celerity with which it 1137
celerity with which the 3519
celerity with which we 177
celestial air until it 173
celibacy and lived in 51
celibate and lived in 44
cemented and built up 117
cemented and fixed on 103
cemented her image as 41
cemented her place in 53
cemented his claim to 43
cemented his image as 71
cemented his place as 97
cemented his place in 293
cemented his power by 46
cemented its place as 47
cemented its place in 70
cemetery and began to 122
cemetery and found the 126
cemetery and known as 44
cemetery and stood at 52
cemetery and stood by 41
cemetery and tried to 90
cemetery and visit the 52
cemetery can still be 122
cemetery for burial in 41
cemetery for people of 42
cemetery lot owned by 107
cemetery now known as 68
cemetery that could be 46
cemetery that holds the 56
cemetery that would be 51
cemetery was about to 42
cemetery was begun in 56
cemetery was built by 41
cemetery was built in 125
cemetery was built on 71
cemetery was close to 56
cemetery was filling up 90
cemetery was found at 106
cemetery was found in 299
cemetery was found on 57
cemetery was found to 80
cemetery was given by 69
cemetery was given to 70
cemetery was known as 64
cemetery was moved to 131
cemetery was still in 152
cemetery was worthy to 271
censured and fined by 62
censured for failing to 1514
censured for sending the 69
censured for sparing the 109
censured for wishing to 82
censures are easier to 73
censures can never be 65
censures that might be 72
censures with which he 54
censures with which it 42
censures with which the 76
censuses are based on 70
censuses are given in 113
censuses are shown in 138
censuses are taken at 102
censuses are taken in 76
centered all power in 61
centered and aware of 49
centered and based on 237
centered and focus on 195
centered and lacking in 121
centered and tends to 49
centered and typed in 145
centered and where the 74
centered can build up 67
centered his hopes on 76
centered his study on 55
centered his teaching on 44
centimes and await me 91
centroid are given by 122
centurion that stood by 808
centurion who stood at 59
centurion who stood by 166
ceramics and glass in 112
ceramics and glass to 60
ceramics and works of 116
ceramics are based on 166
ceramics are found at 98
ceramics are found in 355
ceramics are found on 149
ceramics are given in 175
ceramics are known to 94
ceramics are shown in 298
ceramics for which the 92
ceramics that could be 69
ceramics was found in 49
ceramics was found to 44
cerebrum and above the 245
cerebrum are known as 131
cerebrum was found to 44
ceremony and after the 136
ceremony and began to 83
ceremony and bless the 41
ceremony and could be 54
ceremony and forms of 47
ceremony and spent the 48
ceremony and tried to 75
ceremony and watch the 42
ceremony and would be 66
ceremony are found in 90
ceremony are given by 40
ceremony are given in 85
ceremony being known as 113
ceremony can never be 43
ceremony for calling the 41
ceremony for girls at 51
ceremony for girls in 44
ceremony for girls is 146
ceremony for opening the 55
ceremony for posting the 43
