caballeros of pure descent 73
commitment of other members 50
commitment of some members 90
commitment of such persons 148
commitment of their members 736
commitment of their parents 89
commitment of their teachers 51
commitment of their workers 57
commitment of these workers 49
commitment of these writers 45
commitment of those accused 50
commitment of those members 43
commitment of those persons 42
commitment or best efforts 68
commitment or other process 42
commitment to aids research 42
commitment to arms control 1730
commitment to bearing witness 44
commitment to birth control 196
commitment to bringing chicken 74
commitment to bringing together 107
commitment to cell division 96
commitment to cost control 51
commitment to ending poverty 98
commitment to ending slavery 129
commitment to ending violence 80
commitment to free exchange 47
commitment to free inquiry 301
commitment to free markets 650
commitment to give priority 100
commitment to giving priority 41
commitment to good science 54
