cabs waiting in front 105
cost price in tolls 48
cost price is equal 73
cost price is known 46
cost price of about 111
cost price of every 94
cost price of goods 1357
cost price of stock 131
cost price of sugar 67
cost price of which 180
cost price or below 43
cost price or selling 63
cost price to cover 42
cost pricing in order 46
cost pricing is based 127
cost pricing of water 344
cost ratios in table 48
cost rises to about 72
cost savings by engaging 43
cost savings by pitting 46
cost savings in every 103
cost savings in labor 157
cost savings in large 104
cost savings in lower 54
cost savings in order 230
cost savings in terms 967
cost savings is often 121
cost savings of about 1036
cost savings of large 49
cost savings of nearly 206
cost savings or added 97
cost savings to firms 51
cost savings to users 128
cost seven or eight 971
cost seven to eight 161
cost shall be added 103
cost shall be based 83
cost shall be borne 632
cost shall be given 52
cost shall be taken 67
cost shall be taxed 78
cost share of input 243
cost share of labor 206
cost sheet is given 52
cost sheet is shown 85
cost shown in table 552
cost since it would 147
cost table is shown 96
cost tends to equal 50
cost tends to limit 44
cost terms of trade 214
cost thirty or forty 864
cost thirty to fifty 54
cost thirty to forty 270
cost today to build 92
cost twice or thrice 56
cost twice the labor 103
cost twice the money 58
cost twice the price 432
cost twice the value 42
cost under the first 55
cost under the funding 68
cost under the lower 44
cost under the terms 73
cost value of fixed 52
cost value of goods 451
cost value of stock 49
cost which he would 64
cost which is about 132
cost which is added 63
cost which is based 67
cost which is below 131
cost which is borne 281
cost which is equal 339
cost which is fixed 187
cost which is given 41
cost which is lower 262
cost which is often 305
cost which is quite 99
cost which is really 41
cost which is small 56
cost which is still 64
cost which is within 44
cost which it would 176
cost which no nation 71
cost which the nation 115
cost which the people 72
cost within the first 82
cost within the limit 57
cost would be about 8891
cost would be above 117
cost would be added 181
cost would be amply 46
cost would be based 150
cost would be below 113
cost would be borne 1264
cost would be close 120
cost would be easily 53
cost would be eight 44
cost would be equal 845
cost would be fixed 44
cost would be found 225
cost would be fully 88
cost would be given 128
cost would be known 48
cost would be large 130
cost would be lower 724
cost would be nearer 75
cost would be nearly 401
cost would be quite 345
cost would be rather 95
cost would be saved 419
cost would be shown 66
cost would be small 570
cost would be split 56
cost would be spread 226
cost would be still 143
cost would be taken 117
cost would be twice 155
cost would be under 166
cost would be within 68
cost would he spare 92
cost would no doubt 70
cost would no longer 162
cots lined the walls 69
cots under the trees 55
coup aimed at seizing 43
coup within the party 55
cove below the house 84
cove joining the walls 48
cove stood the moose 63
cove where he could 64
cove where the boats 94
cove where the creek 68
cove where the ships 69
cove where the water 280
cove where the waves 75
cove where we could 75
cows about to calve 148
cows begin to calve 80
cows could no longer 40
cows drink it helps 49
cows grazing in green 81
cows grazing on grass 87
cows running at large 41
cows would be taken 42
cows would no longer 103
cozy place in which 83
cozy place to enjoy 51
cozy place to relax 73
cozy place to sleep 156
cozy place to spend 52
cozy world in which 42
crab tries to climb 103
crag above the dried 42
crag above the river 135
crag where the beacon 108
creak under the knife 268
cream after the movie 97
cream color or white 43
cream sauce by melting 100
cream sauce to which 106
cream scoop or large 74
cream until it forms 628
cream until it holds 862
cream white in color 60
crew after the first 49
crew began to cheer 41
crew began to gather 58
crew began to laugh 46
crew began to relax 62
crew began to waver 44
crew comes on board 76
crew could be found 252
crew could be saved 173
crew could be taken 137
crew could no longer 442
crew leaped on board 60
crew lined the rails 92
crew lived the lives 43
crew manning the yards 74
crew might be saved 107
crew might be taken 41
crew spent the first 53
crew spent the morning 45
crew spent the night 567
crew spent the whole 95
crew still on board 423
crew taken on board 76
crew under the rocks 47
crew urged the barge 45
crew which is under 224
crew while on board 52
crew would be found 82
crew would be given 106
crew would be liable 50
crew would be saved 55
crew would be taken 169
crew would be waiting 123
crew would be working 105
crew would no longer 63
crib where we might 56
crop adorn the hills 128
crop after the first 228
crop began to appear 45
crop began to ripen 77
crop could be easily 40
crop could be found 65
crop could be grown 958
crop could be reaped 52
crop could be saved 70
crop could be taken 117
crop could be wiped 50
crop could no longer 49
crop grown in china 43
crop growth or yield 49
crop might be grown 144
crop might be taken 43
crop season in order 51
crop shall be grown 43
crop twice as large 53
crop which he could 44
crop which he sowed 147
crop which is easily 41
crop which is growing 106
crop which is grown 698
crop which is often 50
crop which is still 57
crop which is taken 43
crop which no glass 43
crop which the melting 48
crop would be about 113
crop would be grown 94
crop would be large 44
crop would be saved 59
crop would be short 58
crop would be small 61
crop would be taken 85
crow flies is about 123
crow flies of about 65
crying about the house 69
crying after the first 84
crying aloud in agony 44
crying aloud to heaven 280
crying child at night 41
crying child to sleep 51
crying right in front 102
crying round the sides 87
crying under the altar 70
crying until the owner 73
crying within the first 84
crying would be waiting 53
cube roots of unity 1068
cube trays or small 43
cube which he makes 44
cues about the child 43
cues given by others 142
cues which the child 68
cuff above the elbow 127
cuff links or earrings 42
cuff links to match 123
cuff round the upper 60
cuff until the first 55
cuff until the pulse 200
cuff until the radial 163
cult began to spread 136
cult could no longer 43
cult image of athena 142
cult which is still 67
cups fresh or thawed 229
cups stock or water 437
cups water in large 50
cups water in which 48
cups water or stock 528
cups water to boiling 459
cups water vi pound 70
cups white or brown 75
curb abuse of power 101
curb chain or strap 290
curb right in front 238
curb space in front 46
curb strap or chain 201
curb sways the smooth 224
curb waiting to cross 85
cure after the first 43
cure anything of smoking 77
cure cases in which 207
cure could be found 795
cure could be hoped 76
cure could be worse 357
cure might be found 866
cure might be hoped 42
cure might be worse 406
cure rates of about 209
cure warts by rubbing 76
cure which he could 40
cure which is worse 56
cure which the cured 44
cure would be found 528
cure would be worse 720
curing agent is added 125
curing known as smoking 123
curing period of about 53
curl round the bones 95
cute sense of humor 95
cuts above the usual 161
cuts after the first 137
cuts could be taken 87
cuts lines of force 1496
cuts right in front 137
cuts short the lives 213
cuts short the period 179
cuts short the state 44
cuts short the whole 43
cuts under the reagan 73
cuts would be taken 57
cyst under the tongue 54
cyst which is lined 43
czar peter of russia 100
