pacify the public mind 197
person of mature mind 60
person of mature years 993
person of medium size 343
person of middle life 41
person of middle size 83
person of middle years 119
person of modest means 1673
person of normal health 70
person of normal hearing 410
person of normal mind 70
person of normal size 112
person of robert owen 48
person of robust health 113
person of singular worth 80
person of someone else 319
person of something else 102
person of talent must 46
person of tender years 192
person of twelve years 132
person of twenty years 120
person of unclean lips 48
person of william pitt 112
person of william smith 45
person of william wood 73
person on active duty 236
person or agency acting 51
person or agency from 109
person or agency having 178
person or agency making 199
person or agency must 63
person or agency other 126
person or agency will 55
person or animal dies 57
person or animal from 220
person or animal having 71
person or animal into 79
person or animal must 94
person or animal when 43
person or animal will 215
person or another acting 579
person or another from 41
person or another living 91
person or another will 149
person or anyone acting 50
person or anyone else 553
person or couple will 53
person or entity acting 771
person or entity acts 140
person or entity duly 187
person or entity during 89
person or entity even 62
person or entity filing 56
person or entity from 813
person or entity having 574
person or entity making 533
person or entity must 318
person or entity other 1768
person or entity owning 267
person or entity owns 125
person or entity paying 72
person or entity such 58
person or entity upon 92
person or entity when 54
person or entity will 281
person or estate from 193
person or family during 40
person or family from 297
person or family living 68
person or family must 126
person or family owns 53
person or family unit 401
person or family were 61
person or family whom 41
person or family will 216
person or forces from 63
person or object from 368
person or object into 122
person or object moving 48
person or object must 60
person or object other 134
person or object seen 61
person or object upon 47
person or object when 63
person or object will 112
person or office from 105
person or office upon 66
person or prince sets 120
person or public body 772
person or someone acting 107
person or someone else 964
person or someone from 75
person or something else 219
person or something like 186
person or through duly 102
person or through other 479
person or through some 444
person or through their 1182
person or through your 68
person so applying such 49
person so called bore 125
person so called upon 273
person so entering into 76
person the doctor must 66
person the entire time 42
person the greater part 88
person the person used 88
person the police were 71
person the second time 112
person to accept help 220
person to accept less 94
person to accept some 69
person to accept such 177
person to accept their 99
person to accept what 74
person to accept your 208
person to adjust their 41
person to alight from 93
person to another along 59
person to another asking 90
person to another during 805
person to another even 152
person to another from 82
person to another have 135
person to another just 53
person to another like 690
person to another living 144
person to another more 59
person to another must 138
person to another only 620
person to another over 354
person to another part 41
person to another such 52
person to another there 100
person to another till 43
person to another upon 97
person to another very 42
person to another were 152
person to another when 420
person to another will 224
person to answer such 305
person to answer their 97
person to answer these 134
person to answer your 266
person to anyone else 86
person to assess your 53
person to assume arms 45
person to assume such 78
person to assume these 40
person to attend such 94
person to attend their 52
person to attend upon 172
person to become angry 154
person to become even 77
person to become free 77
person to become good 66
person to become lady 46
person to become less 221
person to become like 100
person to become more 2696
person to become part 137
person to become rich 52
person to become self 389
person to become sick 128
person to become their 95
person to become very 146
person to become well 185
person to become what 112
person to become your 88
person to behave like 239
person to behave more 170
person to bestow upon 40
person to borrow from 63
person to bounce ideas 84
person to choose among 126
person to choose from 129
person to choose their 56
person to choose what 160
person to commit acts 75
person to commit such 678
person to compel these 40
person to conceal from 42
person to confer upon 62
person to convey such 129
person to decide such 49
person to decide upon 811
person to decide what 983
person to decide when 158
person to deduct from 115
person to defend their 50
person to define their 59
person to define what 62
person to depart from 288
person to depend upon 312
person to desist from 196
person to deviate from 143
person to differ from 142
person to direct such 49
person to direct their 78
