mace surmounted by 43
made restitution as 89
made restitution by 140
made restitution in 345
made restitution of 2272
made restitution on 270
made restitution or 217
made restitution to 3330
made restoration of 697
made restoration to 43
made restraints on 63
made restriction of 130
made retirement at 45
made returnable as 200
made returnable at 1204
made returnable by 99
made returnable in 2460
made returnable on 3785
made returnable the 184
made returnable to 3045
made revelations in 61
made revelations of 450
made revelations so 61
made revelations to 280
made reverences to 83
made reversible by 242
made reversible in 48
made reversible so 269
made reviewable by 2689
made reviewable in 117
made revolutions in 287
made ridiculous as 244
made ridiculous at 108
made ridiculous by 9844
made ridiculous if 65
made ridiculous in 2681
made ridiculous is 63
made ridiculous on 40
made ridiculous or 158
made ridiculous the 353
made ridiculous to 151
made rigorously to 61
made sacrifices as 235
made sacrifices at 603
made sacrifices by 151
made sacrifices in 4684
made sacrifices of 2898
made sacrifices on 791
made sacrifices or 124
made sacrifices so 675
made sacrifices to 15828
made sacrosanct by 314
made sacrosanct in 51
made salutations to 84
made sandwiches at 46
made sandwiches in 394
made sandwiches of 568
made sandwiches on 137
made sandwiches or 41
made sandwiches to 268
made satellites in 265
made satellites of 310
made satellites to 143
made scandalous by 49
made scandalous to 44
made scapegoats by 216
made scapegoats in 205
made scapegoats of 1121
made scapegoats to 157
made scientific by 252
made scientific in 62
made scientific or 231
made scrapbooks of 94
made sculptures in 322
made sculptures of 632
made securities in 498
made segregation in 247
made segregation of 131
made segregation the 121
made sensational by 77
made separately as 471
made separately at 269
made separately by 1989
made separately in 1549
made separately is 51
made separately of 367
made separately on 1411
made separately or 338
made separately so 99
made separately to 687
made serviceable as 670
made serviceable at 174
made serviceable by 832
made serviceable if 41
made serviceable in 1231
made serviceable on 58
made serviceable or 41
made serviceable to 3521
made settlement at 206
made settlement by 144
made settlement in 1344
made settlement of 953
made settlement on 684
made shakespeare an 49
made shakespeare so 107
made shakespeare the 232
made shipwrecks of 53
made simplicity of 121
made simulations of 213
made smithereens of 46
made southampton the 52
made sovereigns of 100
made specialists in 40
made specialists of 88
made specialties of 210
made spectacles of 798
made spectacles to 201
made spectators of 357
made speculation in 278
made speculation on 102
made speechless by 443
made spontaneous by 58
made statements as 1934
made statements at 952
made statements by 87
made statements he 77
made statements in 6355
made statements of 4006
made statements on 3445
made statements or 783
made statements so 276
made statements the 60
made statements to 12887
made statistics of 111
made statistics on 49
made statuettes of 162
made stereotypes of 118
made stochastic by 94
made strengthened the 69
made strictures on 117
made strongholds of 84
made structures as 1286
made structures at 3410
made structures by 101
made structures in 2124
made structures is 378
made structures of 1266
made structures on 876
made structures or 728
made structures the 104
made structures to 564
made subclasses of 43
made subdivision of 97
made subjective by 67
made subjective in 55
made subjective to 79
made submissions as 99
made submissions in 176
made submissions on 318
made submissions or 68
made submissions to 1712
made submissive by 189
made submissive to 527
made subsequent to 32559
made substances in 134
made substantial by 542
made substantial if 54
made substantial in 264
made substitute is 40
made substituting the 42
made subversive of 73
made successful as 104
made successful at 42
made successful by 1476
made successful if 159
made successful in 1057
made successful is 43
made successful on 71
made successful or 72
made successful the 198
made successful to 43
made succinctly by 355
made succinctly in 143
made sufficient as 85
made sufficient by 711
made sufficient in 450
made sufficient of 392
made sufficient so 110
made sufficient to 4054
made suffragans of 57
made suggestions as 11222
made suggestions at 368
made suggestions by 67
made suggestions if 44
made suggestions in 2125
made suggestions of 2296
made suggestions on 4543
made suggestions or 929
made suggestions to 9718
made suggestive by 85
made suggestive of 188
made superficial by 59
made superficial to 98
made superstars of 128
made supervision by 55
made supervision of 175
made supervisor in 99
made supervisor of 2296
made supporters of 321
made supportive of 69
made supposedly on 40
made supposedly to 61
made suppression of 337
made surgically in 90
made surgically to 68
made surrounded by 127
made surroundings of 45
made suspensions of 122
made symbolical of 196
made sympathetic by 161
made sympathetic in 45
made sympathetic to 183
made synonymous by 77
made synonymous in 76
made synonymous to 70
made systematic by 295
made systematic in 109
made tabulations of 129
made tantamount to 301
made tapestries of 51
made techniques of 119
made technology the 159
made technology to 89
made telescopes of 93
made temperance the 53
made terminable at 188
made terminable by 92
made terminable in 56
made terminable on 155
made terminates the 485
made termination of 239
made traditional by 104
made traditional in 73
made transferring the 284
made transitions in 42
made transitions to 238
made transitive by 396
made translation of 366
made transporting the 58
made transverse to 450
made treacherous by 635
made treasonable by 77
made treasonable to 136
made tremendous by 41
made triumphant by 150
made triumphant in 211
made trustworthy by 59
made tumultuous by 47
made ubiquitous by 103
made ultimately by 376
made ultimately in 107
made ultimately of 43
made ultimately on 51
made ultimately to 890
made unconscious by 608
made unconscious of 151
made unconscious or 41
made understood by 81
made understood to 74
made uneconomic by 90
made unemployed as 62
made unemployed by 403
made unemployed in 130
made unemployed or 49
made unfriendly by 46
made unfriendly to 96
made unfruitful by 51
made unification of 221
made uniformity in 147
made uniformity of 296
made unionization of 57
made university of 127
