of abel against cain 46
of fine details such 75
of fine fabrics from 54
of fine fertile land 71
of fine fertile soil 86
of fine flemish cloth 43
of fine grained clay 45
of fine grained gray 65
of fine grained rock 59
of fine grained sand 313
of fine grained soil 160
of fine grained wood 83
of fine holland cloth 99
of fine imposed upon 120
of fine manners from 40
of fine material during 64
of fine material from 488
of fine material into 114
of fine material must 48
of fine material over 125
of fine material such 126
of fine material were 88
of fine material will 183
of fine needles into 282
of fine pasture land 124
of fine plastic tubing 97
of fine pointed teeth 42
of fine pottery from 77
of fine pottery were 62
of fine powdery snow 93
of fine prairie land 87
of fine quality cloth 51
of fine quality from 148
of fine quality have 143
of fine quality were 300
of fine quality when 41
of fine quality will 41
of fine quality wool 68
of fine reddish clay 77
of fine reddish sand 128
of fine roguish eyes 80
of fine scarlet cloth 808
of fine scenery will 42
of fine spanish wool 67
of fine surface soil 41
of fine tungsten wire 275
of fine twisted wire 63
of fine wrought gold 131
of fine wrought iron 67
of fire against such 58
of fire against their 116
of fire appeared over 154
of fire because there 75
of fire belched forth 54
of fire belched from 63
of fire between their 81
of fire between those 107
of fire brought down 55
of fire careering down 84
of fire control were 50
of fire cracked rock 235
of fire depends upon 87
of fire descend from 90
of fire descend upon 141
of fire dropped from 58
of fire emanating from 175
of fire emerged from 68
of fire emitted from 90
of fire erupted from 399
of fire extending over 94
of fire flashed from 308
of fire hazards from 58
of fire hovered over 64
of fire quivering down 42
of fire resulting from 270
of fire service upon 49
of fire signals from 49
of fire sounded from 42
of fire spouted from 40
of fire spurted from 107
of fire streamed from 61
of fire stretch from 46
of fire support base 213
of fire support from 92
of firing machine guns 56
of firm alliance from 47
of firm control over 242
of firm decision making 288
of firm support from 199
of fish brought from 87
of fish brought into 148
of fish brought there 40
of fish catches from 42
of fish depends upon 91
of fish derived from 71
of fish exports from 70
of fish imports from 45
of fish inhabit here 42
of fish remains from 364
of fish remains were 57
of fish removal from 71
of fish removed from 102
of fish resulting from 86
of fish sampled from 46
of fish samples from 52
of fish species from 254
of fish species have 194
of fish species into 43
of fish species living 48
of fish species such 88
of fish species were 124
of fits between mating 107
of five against four 77
of five animals were 128
of five brothers from 103
of five central asian 125
of five classes from 54
of five classes were 53
of five content areas 70
of five degrees from 140
of five degrees north 65
of five degrees south 477
of five degrees west 40
of five divided from 52
of five dollars from 393
of five dollars into 42
of five dollars only 74
of five dollars paid 160
of five dollars plus 42
of five dollars upon 194
of five dollars were 101
of five dollars when 65
of five dollars will 285
of five dollars worth 50
of five experts from 50
of five factors were 46
of five general areas 123
of five generic health 59
of five hundred able 55
of five hundred angry 44
of five hundred beds 169
of five hundred boers 70
of five hundred boys 468
of five hundred came 87
of five hundred cars 83
of five hundred cows 129
of five hundred days 138
of five hundred deer 54
of five hundred died 45
of five hundred ecus 49
of five hundred eggs 56
of five hundred feet 7407
of five hundred foot 666
of five hundred free 41
of five hundred from 328
of five hundred gods 106
of five hundred gold 1275
of five hundred good 42
of five hundred goths 102
of five hundred guns 145
of five hundred have 48
of five hundred heads 51
of five hundred heavy 201
of five hundred high 107
of five hundred jews 131
of five hundred jobs 53
of five hundred leading 51
of five hundred lire 194
of five hundred living 56
of five hundred made 130
of five hundred male 64
of five hundred more 838
of five hundred only 100
of five hundred other 199
of five hundred poor 89
of five hundred quid 85
of five hundred reams 55
of five hundred rich 58
of five hundred sail 1064
of five hundred seats 45
of five hundred sets 49
of five hundred such 185
of five hundred suns 91
of five hundred there 162
of five hundred tons 4462
of five hundred took 46
of five hundred tuns 97
of five hundred well 308
of five hundred were 1089
of five hundred when 44
of five hundred wild 67
of five hundred will 272
of five hundred years 18278
of five hundred young 440
of five hundred yuan 107
of five infants born 47
of five letters from 295
of five letters sent 46
of five machine guns 67
of five members from 2093
of five members having 66
of five members only 513
of five members plus 54
of five members were 162
of five members will 130
of five millions from 139
of five millions more 513
of five millions three 127
of five millions were 56
of five minutes call 47
of five minutes during 325
of five minutes from 502
of five minutes here 45
of five minutes into 66
of five minutes more 444
of five minutes must 51
of five minutes only 137
of five minutes over 105
of five minutes past 46
of five minutes there 378
of five minutes took 68
of five minutes were 71
of five minutes when 183
of five minutes will 140
of five numbers from 133
of five octaves from 46
of five olympic gold 83
of five percent from 119
of five percent over 97
of five persons aged 45
of five persons from 375
of five persons have 55
of five persons having 43
of five persons living 112
of five persons only 255
of five persons over 108
of five persons were 275
of five persons whom 119
of five persons will 180
of five preceding years 139
of five previous years 63
of five priority areas 41
of five problem areas 70
of five samples from 248
of five samples were 95
of five schools were 41
of five seconds from 47
of five shillings fine 69
of five shillings from 432
of five shillings only 80
of five shillings paid 175
of five shillings upon 571
of five shillings were 40
of five shillings will 75
of five smaller ones 94
of five southeast asian 119
of five species from 104
of five species have 42
of five species were 128
of five stories from 67
of five stories high 82
of five subject areas 74
of five suffering from 65
of five talents from 40
of five taxable years 65
of five teachers from 44
