of abbe paris were 80
of cold water half 208
of cold water have 231
of cold water having 172
of cold water held 70
of cold water here 49
of cold water into 4655
of cold water just 233
of cold water kept 122
of cold water laid 65
of cold water left 50
of cold water like 79
of cold water made 167
of cold water mass 152
of cold water more 131
of cold water moving 67
of cold water must 380
of cold water next 60
of cold water once 116
of cold water only 5402
of cold water onto 293
of cold water over 12244
of cold water pipe 56
of cold water ready 149
of cold water rising 46
of cold water runs 204
of cold water seem 56
of cold water sent 62
of cold water soon 69
of cold water there 117
of cold water three 225
of cold water till 258
of cold water unto 44
of cold water upon 1914
of cold water used 153
of cold water were 968
of cold water when 1639
of cold water will 3874
of cold waves from 47
of cold weather came 41
of cold weather during 174
of cold weather into 59
of cold weather made 65
of cold weather such 42
of cold weather there 147
of cold weather these 101
of cold weather upon 68
of cold weather were 57
of cold weather when 196
of cold weather will 140
of cold which have 45
of cold white fire 56
of cold white wine 659
of cold winds from 150
of cold working upon 111
of cold would have 107
of coma vigil upon 50
of comb honey from 65
of coming after such 86
of coming again into 148
of coming again soon 76
of coming fresh from 143
of coming fresh into 46
of coming hither from 68
of coming night made 46
of coming night were 66
of coming right back 217
of coming right home 95
of coming right into 40
of coming round here 44
of coming under fire 247
of coming under their 79
of coming under your 59
of coming within range 96
of coming within reach 151
of cook inlet from 81
of cool season food 543
of cool small beer 55
of cool stuff like 48
of cool water along 81
of cool water came 68
of cool water down 40
of cool water during 77
of cool water from 1477
of cool water into 265
of cool water over 282
of cool water upon 71
of cool water were 91
of cool water when 137
of cool water will 95
of cool white wine 196
of copy paper from 126
of copy paper into 202
of copy which will 48
of cord blood from 126
of cord blood stem 204
of cord blood were 48
of cord round their 71
of core funding from 45
of core taken from 43
of core urban areas 43
of corn about their 48
of corn above what 388
of corn bending down 317
of corn chips from 60
of corn comes from 63
of corn could grow 40
of corn could have 79
of corn falls from 41
of corn falls into 44
of corn fifty feet 51
of corn fully ripe 1665
of corn growing from 59
of corn growing here 62
of corn growing upon 84
of corn grown from 100
of corn grown there 46
of corn grown upon 42
of corn looks like 87
of corn might fall 53
of corn might have 90
of corn ranged from 61
of corn ranges from 55
of corn rises from 78
of corn shall have 82
of corn ships from 42
of corn springing from 237
of corn syrup into 80
of corn taken from 194
of corn thrown into 45
of corn where only 154
of corn where there 67
of corn which came 61
of corn which cost 80
of corn which fell 86
of corn which grew 48
of corn which have 396
of corn which must 261
of corn which took 88
of corn which were 829
of corn which will 140
of corn would also 59
of corn would cease 51
of corn would come 44
of corn would cost 40
of corn would fall 178
of corn would give 63
of corn would grow 67
of corn would have 865
of corn would make 113
of corn would rise 507
of cost arising from 141
of cost based upon 95
of cost enter into 49
of cost price plus 47
of cost savings from 651
of cost savings over 103
of cost savings were 50
of cost savings when 54
of cost savings will 65
of cost sharing among 68
of cost sharing will 47
of cost which have 169
of cost which make 43
of cost which must 215
of cost which vary 48
of cost which were 116
of cost which will 142
of cost would have 150
of cove where there 42
of cows chewing their 60
of cows which feed 45
of cows which give 52
of cows which have 529
of cows which were 314
of cows which will 51
of cows whose milk 133
of cows would have 52
of cream added just 50
of cream style corn 189
of cream taken from 55
of crop after crop 52
of crop genes into 56
of crop growth during 59
of crop growth rate 99
of crop growth when 83
of crop growth will 47
of crop loans from 71
of crop yield data 49
of crop yield from 41
of crop yield loss 120
of crying about what 72
of crying aloud from 45
of cuba about port 85
of cuba could have 104
of cuba might have 106
of cuba where there 45
of cuba which must 42
of cuba which were 55
of cuba would have 606
of cues which have 59
of cues which will 55
of cuff links made 80
of cups which were 41
of cure which have 147
of cure would have 65
of curing agent used 135
of curing human ills 68
of curing social ills 99
of cyst fluid into 54
of dame alice owen 63
of dame clara butt 99
of damp black hair 77
of damp blond hair 75
of damp green moss 45
of damp paper over 44
of dams which have 153
of dams which will 105
of daring seamen along 54
of daring which have 100
of daring which made 45
of daring which were 58
of dark black hair 226
of dark blond hair 784
of dark blood from 409
of dark blood into 55
of dark blood upon 157
of dark blood were 58
of dark brown along 63
of dark brown bread 447
of dark brown calf 59
of dark brown clay 554
of dark brown cloth 370
of dark brown dots 141
of dark brown eggs 47
of dark brown eyes 524
of dark brown felt 65
of dark brown from 44
of dark brown hair 10291
of dark brown loam 227
of dark brown mica 43
of dark brown over 54
of dark brown rock 103
of dark brown sand 424
of dark brown silk 141
of dark brown silt 188
of dark brown skin 121
of dark brown soil 360
of dark brown tears 99
of dark brown ware 65
of dark brown wavy 59
of dark brown wood 899
of dark brown wool 413
of dark chest hair 361
of dark cloud were 46
of dark cunning nets 106
of dark curling hair 268
of dark curls fell 91
of dark curly hair 3113
of dark cutting beef 88
of dark deeds done 90
of dark deeds were 40
of dark forms moving 42
of dark forms were 46
of dark green bile 117
of dark green bush 40
of dark green cloth 781
of dark green corn 63
of dark green dust 49
of dark green felt 103
of dark green firs 141
of dark green jade 278
of dark green leafy 532
of dark green moss 303
of dark green over 64
of dark green pine 712
of dark green silk 532
of dark green upon 40
of dark green wood 87
of dark green wool 321
of dark hours into 67
of dark lines upon 69
of dark lines will 50
of dark paint from 57
of dark people were 57
of dark pubic hair 553
of dark sandy clay 53
of dark sandy loam 44
of dark shining wood 55
of dark silky hair 92
of dark slate rock 64
of dark smoke came 41
of dark smoke from 464
of dark smoke into 80
of dark smoke like 49
of dark smoke over 44
of dark smoke rising 280
of dark smoke rose 339
of dark smoke were 103
of dark spots along 311
of dark spots down 188
of dark spots upon 107
of dark stone rose 42
of dark tubes were 50
of dark violet silk 83
of dark water among 86
of data about data 238
of data about early 41
of data about health 150
of data about life 103
of data about many 152
of data about other 132
of data about past 286
of data about some 211
of data about such 243
of data about their 963
of data about these 279
of data about those 109
of data about what 899
of data about your 342
of data agree very 42
of data agree well 46
of data apart from 51
of data arise from 54
of data arising from 820
of data banks will 46
of data based upon 492
of data bases from 166
of data bases have 120
of data bases such 67
of data bases used 101
of data bases will 97
of data bytes from 109
of data comes from 1262
of data could also 97
of data could have 407
of data could only 54
of data could take 52
of data drawn from 2835
of data drawn upon 45
of data either from 55
of data entry from 98
of data entry into 269
of data entry time 89
of data entry will 102
of data entry work 121
of data every time 120
of data falling into 80
of data falls into 60
of data files from 296
of data files into 49
of data files must 50
of data files used 114
