tab asphalt shingles 203
ten thousand weapons 122
ten thousand weavers 124
ten thousand weekly 173
ten thousand weight 330
ten thousand whales 51
ten thousand wheels 455
ten thousand whites 639
ten thousand whores 50
ten thousand wicked 77
ten thousand widows 104
ten thousand wildly 46
ten thousand wishes 115
ten thousand without 279
ten thousand wolves 89
ten thousand wooden 95
ten thousand worlds 7610
ten thousand wounds 88
ten thousand yankee 137
ten thousand yellow 94
ten torpedo planes 156
ten turkish pounds 109
ten upright stones 42
ten varsity sports 61
ten vessels carrying 48
ten vessels opened 43
ten vessels sailed 71
ten volumes already 40
ten volumes before 45
ten volumes called 86
ten volumes covering 132
ten volumes edited 89
ten volumes instead 75
ten volumes issued 62
ten volumes octavo 503
ten volumes quarto 245
ten weekend passes 59
ten western nations 73
ten western states 948
ten winters before 56
ten workers should 49
ten workers without 157
than abandon cecilia 49
than abandon myself 49
than ability grouping 306
than abortion itself 62
than abortion rights 92
than abraham cowley 60
than absence without 46
than accepting another 77
than accepting existing 47
than accepting reality 48
than accepting someone 58
than accepting without 102
than accessing memory 82
than achieving greater 59
than achieving higher 85
than achieving something 64
than acquiring existing 80
than acquiring skills 93
than acrylic resins 52
than adamant firmer 103
than address issues 158
than address itself 68
than address myself 84
than adenoid cystic 89
than adipose tissue 570
than adjoining regions 61
than admiral nimitz 55
than adopted siblings 62
than advance further 153
than advance notice 57
than advance planning 54
than advancing toward 86
than aesthetic choice 57
than aesthetic effect 48
than aesthetic feelings 41
than aesthetic issues 64
than aesthetic reasons 679
than aesthetic values 266
than african blacks 73
than african origin 92
than african slaves 313
than african states 65
than african violets 66
than against actual 84
than against almost 58
than against another 324
than against anyone 203
than against austria 187
than against blacks 151
than against christ 59
than against demand 324
than against england 218
than against english 133
than against fellow 115
than against female 73
than against forces 46
than against france 430
than against french 82
than against german 77
than against hitler 65
than against income 64
than against indians 63
than against itself 66
than against myself 112
than against native 46
than against nature 525
than against negroes 88
than against normal 54
than against prussia 46
than against public 125
than against roebuck 51
than against someone 85
than against something 145
than against soviet 53
than against states 60
than against stones 44
than against turkey 56
than against whites 287
than agrarian reform 457
than airline pilots 113
than alchemy itself 42
than alcohol intake 43
than alcohol itself 231
than amateur actors 82
than amateur status 60
than ambient levels 167
than america itself 945
than america needed 144
than america online 255
than amylase levels 48
than anarchy itself 485
than anatole france 314
than ancient abuses 43
than ancient custom 169
than ancient greece 403
than ancient greeks 51
than ancient lineage 117
than ancient riches 50
than ancient thought 85
than ancient wisdom 41
than aniline itself 55
than animals formed 94
than animals housed 56
than animals raised 187
than animals tested 50
than animals treated 116
than animals without 222
than animate agents 44
than annealed copper 127
than annealed steels 42
than answering phones 41
than answers remain 56
than anterior lesions 64
than anterior margin 185
than anterior portion 48
than anxiety itself 42
than anybody almost 44
than anybody around 1285
than anybody before 2266
than anybody dreamed 99
than anybody except 965
than anybody needed 84
than anybody seemed 56
than anybody should 315
than anybody thought 835
than anybody wanted 114
than anytime before 498
than appeared before 140
than appeared likely 778
than applied biology 43
than applied common 305
than aquatic plants 72
than arterial bleeding 157
than arterial disease 65
than arterial oxygen 72
than arterial plasma 48
than arterial values 71
than asphalt shingles 164
than aspirin should 54
than assault rifles 40
than asserting itself 48
than assessing whether 172
than assigning values 86
than assumed before 171
than assumed earlier 315
than athletic events 53
than athletic skills 48
than athletic strength 41
than athletic training 74
than attaching itself 56
than attempt another 175
than attempt direct 50
than attempt further 230
than attempt something 66
than attending church 323
than attending meetings 205
than attending public 47
than attending school 779
than attending solely 61
than attending sunday 44
than attract readers 42
than audible speech 42
than authorial intent 60
than availed myself 62
than avarice itself 90
than average access 165
than average across 126
than average actual 56
than average acuity 52
than average adults 116
than average amount 3220
than average annual 569
than average athlete 99
than average babies 79
than average before 109
than average brains 169
than average breasts 51
than average budget 60
than average burden 72
than average cancer 169
than average chance 7040
than average changes 84
than average claims 59
than average common 86
than average course 59
than average credit 151
than average damage 57
than average degree 3432
than average demand 1318
than average design 42
than average desire 79
than average direct 53
than average driver 66
than average effect 285
than average effort 490
than average energy 1205
than average english 178
than average export 274
than average extent 219
than average family 587
than average female 283
than average figure 263
than average formal 109
than average future 50
than average global 57
than average golfer 41
than average grades 798
than average groups 55
than average height 8743
than average holdings 126
than average hourly 239
than average houses 58
than average impact 122
than average import 179
than average income 10472
than average infant 430
than average initial 88
than average injury 58
than average intake 101
than average levels 6231
than average losses 191
than average margin 66
than average market 586
than average markup 155
than average measure 120
than average memory 212
than average mental 778
than average merits 125
than average middle 109
than average monthly 191
than average muscle 86
than average native 253
than average normal 182
than average number 7526
than average output 243
than average periods 128
than average person 151
than average player 151
than average portion 109
than average powers 190
than average prices 1047
than average profit 1070
than average public 355
than average pupils 144
than average reaction 61
than average readers 288
than average record 246
than average result 82
than average retail 62
than average return 2742
than average safety 79
than average salary 278
than average sample 52
than average school 1060
than average scores 843
than average seasons 45
than average sexual 86
than average shares 169
than average should 140
than average skills 222
than average speech 60
than average speeds 87
than average spending 99
than average standing 214
than average starting 116
than average status 364
than average stocks 60
than average strain 43
than average strength 1687
than average stress 264
than average summer 135
than average supply 89
than average talent 643
than average tariff 103
than average teacher 142
than average tended 54
than average tension 62
than average thermal 147
than average through 935
than average training 244
than average travel 93
than average values 1408
than average verbal 130
than average visual 64
than average volume 1274
than average voters 88
than average weekly 325
than average weight 1755
than average whereas 57
than average winter 137
than average without 74
than average worker 193
than average yields 1351
than averaging across 59
than babylon itself 88
than balance sheets 260
than ballast aboard 57
than baptism itself 91
than bargain prices 53
than barrett browning 49
than barrier methods 99
than battles fought 55
than because anyone 139
than because nature 43
than because someone 289
than because something 46
than because yellow 47
than beetles grazed 77
than beginning readers 102
than behavior changes 40
than behavior itself 185
than behavior learned 59
than behavior therapy 408
than belgium itself 127
than believing something 58
than benefit levels 43
than benzene itself 223
than bernard baruch 83
than between actual 95
than between adults 174
than between aliens 43
than between almost 91
than between another 42
than between armies 42
than between blacks 141
than between blocks 54
than between bodies 52
than between boston 49
than between breeds 109
than between brother 217
than between canada 73
than between castes 42
than between christ 80
than between cities 182
than between edward 63
than between eleven 86
than between england 348
than between english 548
than between equals 134
than between europe 155
than between events 45
than between family 80
than between fathers 289
than between feelings 98
than between female 103
than between france 182
than between french 283
than between german 181
than between grades 55
than between groups 1512
than between hindus 133
than between humans 169
than between income 105
than between indians 67
than between larger 46
than between layers 52
than between levels 110
than between london 193
than between lovers 90
than between master 176
than between mental 83
than between mexico 60
than between middle 215
than between modern 65
than between moscow 41
than between mothers 327
than between myself 103
than between nations 553
than between native 50
than between negroes 49
than between normal 107
than between norway 40
than between opposing 75
than between oxygen 83
than between parent 848
than between peoples 75
than between periods 68
than between pieces 46
than between places 50
than between plants 119
than between points 236
than between public 81
than between regions 1042
