wan lightnings from his 53
was divorced from you 58
was divorced last year 227
was divorced when her 41
was divorced when she 98
was divulged next day 59
was dominant among them 64
was dominant during this 93
was dominant over all 209
was dominant over her 45
was dominant over his 49
was dominant over its 53
was dominant over that 73
was doubtful even then 58
was doubtful there was 52
was doubtful when she 43
was downhill from that 44
was downhill from then 108
was downwind from them 40
was drenched from head 482
was earnestly busy with 65
was earnestly hoping that 108
was earnestly longing for 44
was ecstatic over her 99
was ecstatic over his 179
was ecstatic over its 56
was ecstatic over this 90
was ecstatic when her 63
was ecstatic when his 81
was ecstatic when she 582
was ecstatic when they 110
was educated along with 253
was educated among his 58
was educated among them 101
was educated during his 52
was educated from his 290
was educated here and 165
was educated like all 51
was educated there and 2160
was educated there for 60
was effected during his 109
was effected during that 122
was effected during this 162
was effected from one 123
was effected less than 43
was effected more than 258
was effected next day 72
was effected none too 42
was effected once for 55
was effected only with 160
was effected there was 140
was effected upon them 76
was effected were not 55
was effected when they 40
was eighteen days old 109
was eighteen feet and 67
was eighteen feet long 1820
was eighteen feet six 45
was eighteen there was 44
was eighteen when her 215
was eighteen when his 277
was eighteen when she 1590
was eighteen when they 248
was eighteen when this 54
was eighteen when you 56
was eighteen years ago 3183
was eighteen years and 418
was eighteen years her 271
was eighteen years his 334
was eighteen years old 36724
was electric blue and 55
was electric upon both 48
was elephant soup and 50
was elevated from being 111
was elevated from his 130
was elevated from its 297
was elevated from that 51
was elevated from two 117
was elevated into dry 70
was elevated into one 77
was elevated more than 167
was elevated over that 40
was elevated there was 117
was elevation like that 69
was elicited from all 53
was elicited from both 70
was elicited from each 80
was elicited from her 125
was elicited from him 486
was elicited from his 50
was elicited from one 201
was elicited from them 176
was elicited from this 55
was eligible only for 127
was emaciated more than 58
was embarked upon and 184
was embarked upon for 80
was embarked upon his 80
was embarked upon one 57
was embarked upon was 48
was embarked upon with 273
was embedded into his 44
was embodied into law 55
was embodied only for 57
was employed along with 460
was employed also for 274
was employed among that 47
was employed during all 68
was employed during any 62
was employed during his 287
was employed during that 168
was employed during this 301
was employed even for 43
was employed from day 143
was employed from his 108
was employed from that 74
was employed here and 99
was employed here for 149
was employed last year 84
was employed less than 129
was employed more and 183
was employed more for 71
was employed more than 340
was employed only for 861
was employed only with 83
was employed over and 47
was employed such that 165
was employed there and 198
was employed there for 444
was employed there was 146
was employed there with 54
was employed upon her 76
was employed upon his 211
was employed upon its 41
was employed upon real 40
was employed upon that 199
was employed upon them 97
was employed upon this 437
was employed when one 94
was employed years ago 81
was encamped here for 41
was encamped there for 63
was encamped there with 157
was encamped very near 177
was enclosed along with 92
was enclosed from his 40
was enclosed only with 54
was enforced from him 81
was enforced only for 120
was enforced upon all 167
was enforced upon her 61
